"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Bermuda","118","0","7","0","Clusters of cases","4"
"Aruba","101","0","3","0","Sporadic cases","6"
"Cayman Islands","81","0","1","0","Clusters of cases","2"
"Sint Maarten","77","0","15","0","Sporadic cases","2"
"United States Virgin Islands","69","0","5","1","Clusters of cases","1"
"Saint Martin","39","0","3","0","Sporadic cases","1"
"Curaçao","16","0","1","0","Sporadic cases","14"
"Falkland Islands (Malvinas)","13","0","0","0","Clusters of cases","16"
"Turks and Caicos Islands","12","0","1","0","Sporadic cases","14"
"Montserrat","11","0","1","0","Sporadic cases","28"
"British Virgin Islands","7","0","1","0","Sporadic cases","6"
"Bonaire, Sint Eustatius and","","","","","",""
"Saba","6","0","0","0","Sporadic cases","14"
"Saint Barthélemy","6","0","0","0","Sporadic cases","42"
"Anguilla","3","0","0","0","Sporadic cases","38"
"Saint Pierre and Miquelon","1","0","0","0","Sporadic cases","34"
"Eastern Mediterranean","","","","","",""
"Iran (Islamic Republic of)","109 286","1 683","6 685","45","Community transmission","0"
"Saudi Arabia","41 014","1 966","255","9","Clusters of cases","0"
"Pakistan","32 081","1 140","706","39","Clusters of cases","0"
"Qatar","23 623","1 103","14","0","Community transmission","0"
"United Arab Emirates","18 878","680","201","3","Pending","0"
"Egypt","9 746","346","533","8","Clusters of cases","0"
"Kuwait","9 286","598","65","7","Clusters of cases","0"
