"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Uzbekistan","2 509","98","10","0","Clusters of cases","0"
"Croatia","2 196","9","91","1","Community transmission","0"
"Bosnia and Herzegovina","2 142","44","112","9","Community transmission","0"
"Bulgaria","1 990","25","93","2","Clusters of cases","0"
"Iceland","1 801","0","10","0","Community transmission","4"
"Estonia","1 741","2","61","1","Pending","0"
"North Macedonia","1 664","22","91","0","Clusters of cases","0"
"Lithuania","1 485","6","50","0","Community transmission","0"
"Slovenia","1 460","3","102","0","Community transmission","0"
"Slovakia","1 457","0","26","0","Clusters of cases","1"
"Kyrgyzstan","1 037","21","12","0","Clusters of cases","0"
"Latvia","946","7","18","0","Community transmission","0"
"Cyprus","901","3","22","0","Clusters of cases","0"
"Albania","872","4","31","0","Clusters of cases","0"
"Andorra","756","0","48","0","Community transmission","1"
"Tajikistan","661","49","21","1","Pending","0"
"San Marino","647","10","41","0","Community transmission","0"
"Georgia","639","1","11","1","Community transmission","0"
"Malta","503","7","5","0","Pending","0"
"Montenegro","325","0","8","0","Clusters of cases","1"
"Monaco","96","0","1","0","Sporadic cases","1"
"Liechtenstein","83","0","1","0","Pending","16"
"Holy See","12","0","0","0","Sporadic cases","5"
