"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Morocco","6 360","297","188","0","Clusters of cases","0"
"Bahrain","5 236","295","8","0","Clusters of cases","0"
"Afghanistan","4 967","303","127","7","Clusters of cases","0"
"Oman","3 721","147","17","0","Clusters of cases","0"
"Iraq","2 818","51","110","1","Clusters of cases","0"
"Sudan","1 526","161","74","4","Sporadic cases","0"
"Djibouti","1 227","17","3","0","Clusters of cases","0"
"Somalia","1 089","35","52","1","Sporadic cases","0"
"Tunisia","1 032","0","45","0","Community transmission","2"
"Lebanon","859","14","26","0","Clusters of cases","0"
"Jordan","562","22","9","0","Clusters of cases","0"
"Libya","64","0","3","0","Clusters of cases","5"
"Yemen","58","5","10","1","Pending","0"
"Syrian Arab Republic","47","0","3","0","Community transmission","3"
"Territoriesii","","","","","",""
"occupied Palestinian territory","547","0","4","0","Clusters of cases","4"
"Europe","","","","","",""
"Russian Federation","232 243","10 899","2 116","107","Clusters of cases","0"
"Spain","227 436","3 046","26 744","123","Community transmission","0"
"The United Kingdom","223 064","3 877","32 065","210","Community transmission","0"
"Italy","219 814","744","30 739","179","Community transmission","0"
"Germany","170 508","933","7 533","116","Community transmission","0"
"Turkey","139 771","1 114","3 841","55","Community transmission","0"
"France","137 491","418","26 600","262","Community transmission","0"
