"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Africa","","","","","",""
"South Africa","61 927","3 359","1 354","70","Community transmission","0"
"Nigeria","14 554","0","387","0","Community transmission","1"
"Ghana","10 856","498","48","0","Community transmission","0"
"Algeria","10 698","109","751","10","Community transmission","0"
"Cameroon","8 743","62","270","55","Community transmission","0"
"Senegal","4 851","92","56","1","Community transmission","0"
"Côte d’Ivoire","4 684","280","45","4","Community transmission","0"
"Democratic Republic of the Congo","4 636","122","100","3","Community transmission","0"
"Guinea","4 426","54","24","1","Community transmission","0"
"Gabon","3 463","0","23","0","Community transmission","1"
"Kenya","3 305","90","96","4","Community transmission","0"
"Ethiopia","2 915","245","47","7","Clusters of cases","0"
"Central African Republic","2 057","13","7","2","Clusters of cases","0"
"Mali","1 752","30","101","4","Community transmission","0"
"South Sudan","1 670","64","22","0","Clusters of cases","0"
"Mauritania","1 439","156","74","3","Clusters of cases","0"
"Guinea-Bissau","1 389","0","12","0","Community transmission","4"
"Zambia","1 321","69","10","0","Community transmission","0"
"Madagascar","1 230","27","10","0","Clusters of cases","0"
"Sierra Leone","1 103","18","51","1","Community transmission","0"
"Equatorial Guinea","1 043","0","12","0","Community transmission","20"
