"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Venezuela (Bolivarian Republic of)","1 327","82","11","0","Community transmission","0"
"Costa Rica","1 000","16","10","0","Clusters of cases","0"
"Paraguay","917","17","11","0","Community transmission","0"
"Nicaragua","885","0","35","0","Community transmission","1"
"Uruguay","811","8","22","0","Clusters of cases","0"
"Jamaica","569","0","9","0","Clusters of cases","1"
"Guyana","150","11","11","0","Clusters of cases","0"
"Trinidad and Tobago","116","0","8","0","Sporadic cases","32"
"Bahamas","101","1","11","0","Clusters of cases","0"
"Barbados","92","0","7","0","Clusters of cases","5"
"Antigua and Barbuda","25","0","3","0","Clusters of cases","26"
"Saint Vincent and the Grenadines","25","0","0","0","Sporadic cases","1"
"Grenada","23","0","0","0","Clusters of cases","3"
"Belize","18","0","2","0","Sporadic cases","45"
"Saint Lucia","18","0","0","0","Sporadic cases","25"
"Dominica","16","0","0","0","Clusters of cases","49"
"Saint Kitts and Nevis","15","0","0","0","Sporadic cases","39"
"Suriname","12","0","1","0","Sporadic cases","1"
"Territoriesii","","","","","",""
"Puerto Rico","3 647","161","132","1","Community transmission","0"
"French Guiana","436","27","1","0","Clusters of cases","0"
"Martinique","197","0","14","0","Clusters of cases","7"
"Guadeloupe","162","1","14","0","Clusters of cases","0"
"Bermuda","140","1","9","0","Clusters of cases","0"
