"V1","V2","V3","V4","V5","V6","V7"
"Canada","93","0","1","0","Local transmission","1"
"Brazil","52","18","0","0","Local transmission","0"
"Chile","23","6","0","0","Local transmission","0"
"Argentina","19","2","1","0","Imported cases only","0"
"Ecuador","17","2","0","0","Local transmission","0"
"Peru","17","6","0","0","Local transmission","0"
"Costa Rica","13","0","0","0","Local transmission","1"
"Mexico","11","4","0","0","Imported cases only","0"
"Panama","10","2","1","0","Local transmission","0"
"Colombia","9","6","0","0","Imported cases only","0"
"Dominican Republic","5","0","0","0","Imported cases only","2"
"Paraguay","5","0","0","0","Local transmission","1"
"Bolivia (Plurinational","","","","","",""
"State of)","2","0","0","0","Imported cases only","1"
"Honduras","2","2","0","0","Imported cases only","0"
"Jamaica","1","0","0","0","Imported cases only","1"
"Territories**","","","","","",""
"French Guiana","5","0","0","0","Imported cases only","4"
"Martinique","3","0","0","0","Imported cases only","1"
"Saint Martin","2","0","0","0","Under investigation","9"
"Saint Barthelemy","1","0","0","0","Under investigation","9"
"African Region","","","","","",""
"Algeria","25","5","1","1","Local transmission","0"
"South Africa","13","6","0","0","Imported cases only","0"
"Senegal","4","0","0","0","Imported cases only","7"
"Burkina Faso","2","0","0","0","Imported cases only","1"
"Cameroon","2","0","0","0","Local transmission","5"
"Nigeria","2","0","0","0","Imported cases only","3"
"Côte d’Ivoire","1","1","0","0","Imported cases only","0"
"Democratic Republic","","","","","",""
"of the Congo","1","0","0","0","Imported cases only","1"
"Togo","1","0","0","0","Imported cases only","5"
"Subtotal for all","","","","","",""
"","","","","","",""
"regions","43583","6915","1433","310","",""
"International","","","","","",""
"conveyance","696","0","7","0","Local transmission","4"
"(Diamond Princess)","","","","","",""
"Grand total","44279","6915","1440","310","",""
