"V1","V2","V3","V4","V5","V6","V7"
"Czechia","4587","115","67","8","Local transmission","0"
"Denmark","4369","292","179","18","Local transmission","0"
"Poland","4102","475","94","15","Local transmission","0"
"Romania","3864","251","148","7","Local transmission","0"
"Luxembourg","2804","75","36","5","Local transmission","0"
"Finland","1927","45","28","3","Local transmission","0"
"Serbia","1908","284","51","12","Local transmission","0"
"Greece","1735","62","73","5","Local transmission","0"
"Iceland","1486","69","4","0","Local transmission","0"
"Ukraine","1319","68","38","6","Local transmission","0"
"Croatia","1182","56","15","3","Local transmission","0"
"Estonia","1097","79","15","2","Local transmission","0"
"Slovenia","997","20","28","6","Local transmission","0"
"Republic of Moldova","864","112","15","3","Local transmission","0"
"Lithuania","811","40","13","4","Local transmission","0"
"Armenia","746","0","7","0","Local transmission","1"
"Hungary","744","11","38","4","Local transmission","0"
"Bosnia andHerzegovina","662","30","21","0","Local transmission","0"
"Kazakhstan","604","73","5","0","Local transmission","0"
"Azerbaijan","584","72","5","0","Local transmission","0"
"Belarus","562","122","8","4","Local transmission","0"
"North Macedonia","555","72","18","1","Local transmission","0"
"Latvia","533","24","1","0","Local transmission","0"
"Bulgaria","531","28","20","3","Local transmission","0"
"Andorra","523","57","17","0","Local transmission","0"
"Slovakia","485","14","0","0","Local transmission","0"
"Cyprus","446","20","14","3","Local transmission","0"
"Uzbekistan","390","92","2","0","Local transmission","0"
"Albania","377","44","21","3","Local transmission","0"
"San Marino","266","7","32","0","Local transmission","0"
"Malta","234","21","0","0","Local transmission","0"
"Kyrgyzstan","216","69","4","3","Local transmission","0"
"Montenegro","203","6","2","0","Local transmission","0"
"Georgia","188","18","2","1","Local transmission","0"
"Liechtenstein","78","1","1","0","Under investigation","0"
"Monaco","37","0","0","0","Local transmission","5"
"Holy See","7","0","0","0","Under investigation","3"
"","Territories**","","","","",""
"Faroe Islands","181","0","0","0","Local transmission","1"
"Jersey","155","32","3","0","Local transmission","0"
"Guernsey","154","18","3","1","Local transmission","0"
"Kosovo[1]","145","5","1","0","Local transmission","0"
"Isle of Man","127","1","1","0","Local transmission","0"
"Gibraltar","103","5","1","0","Local transmission","0"
"Greenland","11","1","0","0","Under investigation","0"
"","South-East Asia Region","","","","",""
"India","4067","693","109","32","Local transmission","0"
"Indonesia","2273","181","198","7","Local transmission","0"
