"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Greece","2 952","0","180","0","Clusters of cases","1"
"Bulgaria","2 727","16","160","0","Clusters of cases","0"
"Bosnia and Herzegovina","2 673","28","159","1","Community transmission","0"
"Croatia","2 247","0","104","0","Sporadic cases","3"
"Kyrgyzstan","2 032","25","23","1","Clusters of cases","0"
"Estonia","1 939","8","69","0","Clusters of cases","0"
"Iceland","1 807","1","10","0","Community transmission","0"
"Lithuania","1 714","9","71","0","Community transmission","0"
"Slovakia","1 528","0","28","0","Clusters of cases","1"
"Slovenia","1 485","0","108","0","Clusters of cases","1"
"Albania","1 263","17","34","0","Clusters of cases","0"
"Latvia","1 088","2","25","0","Clusters of cases","0"
"Cyprus","964","4","18","0","Clusters of cases","0"
"Andorra","852","0","51","0","Community transmission","3"
"Georgia","810","1","13","0","Community transmission","0"
"San Marino","695","0","42","0","Community transmission","3"
"Malta","629","7","9","0","Sporadic cases","0"
"Montenegro","324","0","9","0","Clusters of cases","33"
"Monaco","99","0","1","0","Sporadic cases","1"
"Liechtenstein","83","0","1","0","Pending","43"
"Holy See","12","0","0","0","Sporadic cases","32"
"Territoriesii","","","","","",""
"Kosovo[1]","1 191","40","30","0","Community transmission","0"
"Isle of Man","336","0","24","0","Pending","17"
