"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Africa","","","","","",""
"South Africa","10 015","595","194","8","Community transmission","0"
"Algeria","5723","165","502","8","Community transmission","0"
"Nigeria","4399","248","143","15","Community transmission","0"
"Ghana","4263","0","22","0","Community transmission","1"
"Cameroon","2579","244","114","4","Clusters of cases","0"
"Guinea","2146","104","11","0","Community transmission","0"
"Senegal","1709","75","19","2","Clusters of cases","0"
"Côte d’Ivoire","1700","33","21","0","Clusters of cases","0"
"Democratic Republic of the","","","","","",""
"Congo","1024","33","41","0","Clusters of cases","0"
"Niger","821","6","46","1","Clusters of cases","0"
"Burkina Faso","751","3","49","1","Community transmission","0"
"Mali","704","12","38","1","Clusters of cases","0"
"Kenya","672","23","32","2","Clusters of cases","0"
"Gabon","661","0","8","0","Clusters of cases","1"
"Guinea-Bissau","642","0","3","0","Sporadic cases","1"
"United Republic of Tanzania","509","0","21","0","Clusters of cases","3"
"Equatorial Guinea","439","0","4","0","Clusters of cases","5"
"Mauritius","332","0","10","0","Community transmission","14"
"Chad","322","0","31","0","Sporadic cases","1"
"Benin","319","35","2","0","Sporadic cases","0"
"Sierra Leone","307","16","18","0","Clusters of cases","0"
