"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Gambia","28","0","1","0","Sporadic cases","5"
"Seychelles","11","0","0","0","Clusters of cases","68"
"Lesotho","4","0","0","0","Sporadic cases","10"
"Territoriesii","","","","","",""
"Mayotte","2 282","14","29","1","Clusters of cases","0"
"Réunion","489","1","1","0","Clusters of cases","0"
"Americas","","","","","",""
"United States of America","2 032 524","22 133","114 466","709","Community transmission","0"
"Brazil","828 810","25 982","41 828","909","Community transmission","0"
"Peru","220 749","5 961","6 308","199","Community transmission","0"
"Chile","167 355","6 509","3 101","231","Community transmission","0"
"Mexico","139 196","5 222","16 448","504","Community transmission","0"
"Canada","97 943","413","8 049","55","Community transmission","0"
"Colombia","46 858","1 646","1 545","57","Community transmission","0"
"Ecuador","46 356","578","3 874","46","Community transmission","0"
"Argentina","28 764","1 391","802","30","Community transmission","0"
"Dominican Republic","22 572","564","577","9","Community transmission","0"
"Panama","19 211","625","421","3","Community transmission","0"
"Bolivia (Plurinational State of)","16 929","764","559","26","Community transmission","0"
"Guatemala","8 982","421","351","17","Community transmission","0"
"Honduras","8 132","463","306","12","Community transmission","0"
"Haiti","3 941","0","64","0","Community transmission","1"
"El Salvador","3 603","122","72","4","Community transmission","0"
"Venezuela (Bolivarian Republic of)","2 879","65","23","0","Community transmission","0"
