"V1","V2","V3","V4","V5","V6","V7"
"","","","Total","Total cases with","T otal cases with",""
"","","","cases with","possible or","site of",""
"","","Confirmed*","travel","confirmed","transmission","Total deaths"
"WHO Region Country/Territory/Area","","","","","",""
"","","cases (new)","history to","transmission","under","(new)"
"","","","China","outside of China†","investigation",""
"","","","(new)","(new)","(new)",""
"Singapore","","58 (8)","22 (0)","36 (8)","0 (0)","0 (0)"
"Japan","","33 (4)","24 (0)","9 (4)","0 (0)","1 (1)"
"Republic of Korea","","28 (0)","13 (0)","12§§ (0)","3 (0)","0 (0)"
"Western Pacific Region Malaysia","","19 (1)","15 (0)","4‡‡ (1)‡‡‡","0 (0)","0 (0)"
"Viet Nam","","16 (0)","8 (0)","8 (0)","0 (0)","0 (0)"
"Australia","","15 (0)","15 (0)","0 (0)","0 (0)","0 (0)"
"Philippines","","3 (0)","3 (0)","0 (0)","0 (0)","1 (0)"
"Cambodia","","1 (0)","1 (0)","0 (0)","0 (0)","0 (0)"
"Thailand","","33 (0)","23 (0)","6 (0)","4 (0)","0 (0)"
"India","","3 (0)","3 (0)","0 (0)","0 (0)","0 (0)"
"South-East Asia Region","","","","","",""
"Nepal","","1 (0)","1 (0)","0 (0)","0 (0)","0 (0)"
"Sri Lanka","","1 (0)","1 (0)","0 (0)","0 (0)","0 (0)"
"United States of","","","","","",""
"Region of the Americas America","","15 (1)","13 (1)","2 (0)","0 (0)","0 (0)"
"Canada","","7 (0)","6 (0)","0 (0)","1 (0)","0 (0)"
"Germany","","16 (0)","2 (0)","14 (0)","0 (0)","0 (0)"
"France","","11 (0)","5 (0)","6 (0)","0 (0)","0 (0)"
"The United Kingdom","","9 (0)","2 (0)","7*** (0)","0 (0)","0 (0)"
"Italy","","3 (0)","3 (0)","0 (0)","0 (0)","0 (0)"
"European Region Russian Federation","","2 (0)","2 (0)","0 (0)","0 (0)","0 (0)"
"Spain","","2 (0)","0 (0)","2§ (0)","0 (0)","0 (0)"
"Belgium","","1 (0)","1 (0)","0 (0)","0 (0)","0 (0)"
"Finland","","1 (0)","1 (0)","0 (0)","0 (0)","0 (0)"
"Sweden","","1 (0)","1 (0)","0 (0)","0 (0)","0 (0)"
"Eastern Mediterranean","","","","","",""
"Region United Arab Emirates","","8 (0)","6 (0)","1 (0)","1 (0)","0 (0)"
"International Other","","","","","",""
"conveyance (Japan)","","218** (44)","0 (0)","0 (0)","218 (44)","0 (0)"
