"V1","V2","V3","V4","V5","V6","V7"
"Slovakia","178","41","0","0","Local transmission","0"
"Serbia††","173","38","1","0","Local transmission","0"
"Bulgaria","163","36","3","0","Local transmission","0"
"Armenia","160","24","0","0","Local transmission","0"
"San Marino","151","0","20","6","Local transmission","1"
"Hungary","131","46","4","0","Local transmission","0"
"Latvia","124","13","0","0","Imported cases only","0"
"Lithuania","105","36","1","0","Imported cases only","0"
"Bosnia andHerzegovina","92","48","1","1","Local transmission","0"
"Andorra","88","13","0","0","Imported cases only","0"
"North Macedonia","85","15","0","0","Local transmission","0"
"Cyprus","84","17","0","0","Local transmission","0"
"Republic of Moldova","80","14","1","0","Local transmission","0"
"Albania","76","6","2","0","Local transmission","0"
"Belarus","76","19","0","0","Local transmission","0"
"Malta","73","9","0","0","Imported cases only","0"
"Kazakhstan","56","3","0","0","Imported cases only","0"
"Azerbaijan","53","9","1","0","Imported cases only","0"
"Georgia","49","6","0","0","Imported cases only","0"
"Ukraine","47","21","3","0","Local transmission","0"
"Liechtenstein","36","2","0","0","Imported cases only","0"
"Uzbekistan","33","0","0","0","Local transmission","1"
"Monaco","18","6","0","0","Under investigation","0"
"Kyrgyzstan","14","8","0","0","Imported cases only","0"
"Montenegro","14","0","0","0","Imported cases only","1"
"Holy See","1","0","0","0","Under investigation","15"
"","Territories**","","","","",""
"Faroe Islands","92","12","0","0","Local transmission","0"
"Jersey","12","0","0","0","Imported cases only","1"
"Gibraltar","10","0","0","0","Under investigation","2"
"Greenland","2","0","0","0","Under investigation","3"
"Isle of Man","2","1","0","0","Imported cases only","0"
"Guernsey","1","0","0","0","Imported cases only","12"
"","South-East Asia Region","","","","",""
"Indonesia","450","81","38","6","Local transmission","0"
"Thailand","411","89","1","0","Local transmission","0"
"India","283","88","4","0","Local transmission","0"
"Sri Lanka","72","13","0","0","Local transmission","0"
"Bangladesh","24","7","2","1","Local transmission","0"
"Maldives","13","0","0","0","Local transmission","6"
"Bhutan","2","0","0","0","Imported cases only","2"
"Nepal","1","0","0","0","Imported cases only","58"
"Timor-Leste","1","0","0","0","Imported cases only","1"
"","Eastern Mediterranean Region","","","","",""
"Iran (Islamic Republicof)","20610","966","1556","123","Local transmission","0"
"Pakistan","495","34","3","1","Local transmission","0"
"Qatar","470","10","0","0","Local transmission","0"
"Saudi Arabia","392","118","0","0","Local transmission","0"
"Bahrain","306","21","1","0","Local transmission","0"
"Egypt","285","29","8","1","Local transmission","0"
"Iraq","214","21","17","3","Local transmission","0"
"Lebanon","206","43","4","0","Local transmission","0"
