"V1","V2","V3","V4","V5","V6","V7"
"Syrian Arab Republic","42","0","3","0","Communitytransmission","1"
"Yemen","1","0","0","0","Pending","12"
"","Territories**","","","","",""
"occupied Palestinianterritory","336","1","2","0","Clusters of cases","0"
"","Region of the Americas","","","","",""
"United States ofAmerica","800926","24019","40073","2471","Communitytransmission","0"
"Brazil","43079","2498","2741","166","Communitytransmission","0"
"Canada","38923","1549","1871","143","Communitytransmission","0"
"Peru","17837","1512","484","39","Communitytransmission","0"
"Chile","11296","464","160","13","Communitytransmission","0"
"Ecuador","10850","452","537","17","Communitytransmission","0"
"Mexico","9501","729","857","145","Communitytransmission","0"
"Dominican Republic","5300","256","260","15","Communitytransmission","0"
"Panama","4821","163","141","5","Communitytransmission","0"
"Colombia","4149","172","196","7","Communitytransmission","0"
"Argentina","3197","124","152","7","Communitytransmission","0"
"Cuba","1189","52","40","2","Clusters of cases","0"
"Costa Rica","669","7","6","0","Clusters of cases","0"
"Bolivia (PlurinationalState of)","609","11","37","3","Clusters of cases","0"
"Uruguay","543","8","12","2","Clusters of cases","0"
"Honduras","510","16","46","0","Clusters of cases","0"
"Guatemala","316","22","8","0","Clusters of cases","0"
"Venezuela (BolivarianRepublic of)","288","3","10","0","Clusters of cases","0"
"El Salvador","237","12","7","0","Clusters of cases","0"
"Jamaica","233","10","6","0","Clusters of cases","0"
"Paraguay","213","5","9","1","Communitytransmission","0"
"Trinidad and Tobago","115","1","8","0","Sporadic cases","0"
"Barbados","75","0","5","0","Clusters of cases","6"
"Guyana","67","1","7","0","Clusters of cases","0"
"Bahamas","65","1","9","0","Clusters of cases","0"
"Haiti","58","1","4","1","Clusters of cases","0"
"Antigua and Barbuda","24","1","3","0","Clusters of cases","0"
"Belize","18","0","2","0","Sporadic cases","8"
"Dominica","16","0","0","0","Clusters of cases","12"
"Saint Kitts and Nevis","15","0","0","0","Sporadic cases","2"
"Saint Lucia","15","0","0","0","Sporadic cases","11"
"Grenada","14","0","0","0","Clusters of cases","1"
