"V1","V2","V3","V4","V5","V6","V7"
"Thailand","2220","51","26","3","Local transmission","0"
"Sri Lanka","176","0","5","0","Local transmission","1"
"Bangladesh","123","35","12","4","Local transmission","0"
"Myanmar","21","0","1","0","Local transmission","1"
"Maldives","19","0","0","0","Local transmission","4"
"Nepal","9","0","0","0","Local transmission","2"
"Bhutan","5","0","0","0","Imported cases only","4"
"Timor-Leste","1","0","0","0","Imported cases only","17"
"","Eastern Mediterranean Region","","","","",""
"Iran (Islamic Republicof)","60500","2274","3739","136","Local transmission","0"
"Pakistan","3864","587","54","4","Local transmission","0"
"Saudi Arabia","2752","289","38","4","Local transmission","0"
"United Arab Emirates","2076","277","11","1","Local transmission","0"
"Qatar","1832","228","4","0","Local transmission","0"
"Egypt","1322","149","85","7","Local transmission","0"
"Morocco","1141","28","83","12","Local transmission","0"
"Iraq","1031","70","64","3","Local transmission","0"
"Bahrain","756","56","4","0","Local transmission","0"
"Kuwait","665","109","1","0","Local transmission","0"
"Tunisia","596","22","22","0","Local transmission","0"
"Lebanon","541","14","19","1","Local transmission","0"
"Oman","371","40","2","0","Local transmission","0"
"Afghanistan","367","30","11","4","Local transmission","0"
"Jordan","349","4","6","1","Local transmission","0"
"Djibouti","90","31","0","0","Local transmission","0"
"Syrian Arab Republic","19","0","2","0","Local transmission","1"
"Libya","18","0","1","0","Local transmission","1"
"Sudan","14","2","2","0","Local transmission","0"
"Somalia","7","0","0","0","Local transmission","3"
"","Territories**","","","","",""
"occupied Palestinianterritory","254","8","1","0","Local transmission","0"
"","Region of the Americas","","","","",""
"United States ofAmerica","333811","26493","9559","1201","Local transmission","0"
"Canada","15806","1902","293","62","Local transmission","0"
"Brazil","11130","852","486","54","Local transmission","0"
"Chile","4815","344","37","3","Local transmission","0"
"Ecuador","3747","282","191","19","Local transmission","0"
"Peru","2281","535","83","10","Local transmission","0"
"Mexico","2143","253","94","15","Local transmission","0"
"Panama","1988","187","54","8","Local transmission","0"
"Dominican Republic","1828","340","86","18","Local transmission","0"
"Argentina","1554","103","46","2","Local transmission","0"
"Colombia","1485","79","35","3","Local transmission","0"
"Costa Rica","454","19","2","0","Local transmission","0"
"Uruguay","406","6","6","1","Local transmission","0"
"Cuba","350","30","9","1","Local transmission","0"
"Honduras","298","30","22","0","Local transmission","0"
