"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Malta","610","1","6","0","Sporadic cases","0"
"Montenegro","324","0","9","0","Clusters of cases","19"
"Monaco","98","0","1","0","Sporadic cases","1"
"Liechtenstein","83","0","1","0","Pending","29"
"Holy See","12","0","0","0","Sporadic cases","18"
"Territoriesii","","","","","",""
"Kosovo[1]","1 032","7","29","0","Community transmission","0"
"Isle of Man","336","0","24","0","Pending","3"
"Jersey","306","0","29","0","Community transmission","3"
"Guernsey","252","0","13","0","Community transmission","22"
"Faroe Islands","187","0","0","0","Pending","31"
"Gibraltar","155","4","0","0","Clusters of cases","0"
"Greenland","11","0","0","0","Pending","49"
"South-East Asia","","","","","",""
"India","138 845","6 977","4 021","154","Clusters of cases","0"
"Bangladesh","33 610","1 532","480","28","Clusters of cases","0"
"Indonesia","22 271","526","1 372","21","Community transmission","0"
"Thailand","3 042","2","57","1","Clusters of cases","0"
"Maldives","1 371","58","4","0","Clusters of cases","0"
"Sri Lanka","1 141","52","9","0","Clusters of cases","0"
"Nepal","675","91","3","0","Sporadic cases","0"
"Myanmar","201","0","6","0","Clusters of cases","2"
"Bhutan","27","3","0","0","Sporadic cases","0"
