"V1","V2","V3","V4","V5","V6","V7"
"","Total","Total","","Total","",""
"Reporting Country/","","","Total","","Transmission","Days since last"
"","confirmed","confirmed","","new","",""
"Territory/Area†","","","deaths","","classification§","reported case"
"","‡ cases","new cases","","deaths","",""
"Western Pacific Region","","","","","",""
"China","82930","55","3338","3","Local transmission","0"
"Republic of Korea","10237","81","183","6","Local transmission","0"
"Australia","5635","181","34","6","Local transmission","0"
"Malaysia","3483","150","57","4","Local transmission","0"
"Japan","3271","351","70","1","Local transmission","0"
"Philippines","3094","76","144","8","Local transmission","0"
"Singapore","1189","75","5","0","Local transmission","0"
"New Zealand","872","48","1","0","Local transmission","0"
"Viet Nam","240","1","0","0","Local transmission","0"
"Brunei Darussalam","135","1","1","0","Local transmission","0"
"Cambodia","114","0","0","0","Local transmission","1"
"Mongolia","14","0","0","0","Imported cases only","3"
"Fiji","12","5","0","0","Local transmission","0"
"Lao People's","10","0","0","0","Local transmission","3"
"Democratic Republic","","","","","",""
"Papua New Guinea","1","0","0","0","Imported cases only","15"
"Territories**","","","","","",""
"Guam","93","9","4","1","Local transmission","0"
"French Polynesia","40","1","0","0","Local transmission","0"
"New Caledonia","18","0","0","0","Local transmission","2"
"Northern Mariana","8","0","1","0","Local transmission","2"
"Islands","","","","","",""
"(Commonwealth of","","","","","",""
"the)","","","","","",""
"European Region","","","","","",""
"Spain","124736","7026","11744","809","Local transmission","0"
"Italy","124632","4805","15362","681","Local transmission","0"
"Germany","91714","5936","1342","184","Local transmission","0"
"France","67757","4221","7546","1053","Local transmission","0"
"The United Kingdom","41907","3735","4313","708","Local transmission","0"
"Turkey","23934","3013","501","76","Local transmission","0"
"Switzerland","20489","783","666","59","Local transmission","0"
"Belgium","18431","1661","1283","140","Local transmission","0"
"Netherlands","16627","904","1651","164","Local transmission","0"
"Austria","11766","241","186","18","Local transmission","0"
"Portugal","10524","638","266","20","Local transmission","0"
"Israel","7589","559","42","6","Local transmission","0"
"Sweden","6443","365","373","40","Local transmission","0"
"Norway","5510","302","50","6","Local transmission","0"
"Russian Federation","4731","582","43","9","Local transmission","0"
"Ireland","4604","331","137","17","Local transmission","0"
