"V1","V2","V3","V4","V5","V6","V7"
"Latvia","1","0","0","0","Imported cases only","4"
"Liechtenstein","1","0","0","0","Imported cases only","1"
"Lithuania","1","0","0","0","Imported cases only","8"
"Monaco","1","0","0","0","Under investigation","6"
"Serbia","1","0","0","0","Under investigation","1"
"Slovakia","1","1","0","0","Local transmission","0"
"Ukraine","1","0","0","0","Imported cases only","3"
"","erritories**","","","","",""
"Gibraltar","1","0","0","0","Under investigation","3"
"","outh-East Asia Region","","","","",""
"Thailand","48","1","1","0","Local transmission","0"
"India","31","1","0","0","Local transmission","0"
"Indonesia","2","0","0","0","Local transmission","5"
"Bhutan","1","0","0","0","Imported cases only","1"
"Nepal","1","0","0","0","Imported cases only","43"
"Sri Lanka","1","0","0","0","Imported cases only","40"
"","astern Mediterranean Region","","","","",""
"Iran (IslamicRepublic of)","4747","1234","124","17","Local transmission","0"
"Kuwait","58","0","0","0","Imported cases only","2"
"Bahrain","49","0","0","0","Imported cases only","4"
"United ArabEmirates","45","18","0","0","Local transmission","0"
"Iraq","44","8","4","2","Imported cases only","0"
"Lebanon","22","6","0","0","Local transmission","0"
"Oman","16","0","0","0","Imported cases only","1"
"Qatar","11","3","0","0","Imported cases only","0"
"Saudi Arabia","8","0","0","0","Imported cases only","1"
"Pakistan","5","0","0","0","Imported cases only","4"
"Egypt","3","0","0","0","Imported cases only","1"
"Morocco","2","0","0","0","Imported cases only","2"
"Afghanistan","1","0","0","0","Imported cases only","12"
"Jordan","1","0","0","0","Imported cases only","4"
"Tunisia","1","0","0","0","Imported cases only","4"
"","erritories**","","","","",""
"OccupiedPalestinian Territory","16","9","0","0","Local transmission","0"
"","egion of the Americas","","","","",""
"United States ofAmerica","213","65","11","1","Local transmission","0"
"Canada","51","6","0","0","Local transmission","0"
"Ecuador","14","1","0","0","Local transmission","0"
"Brazil","13","6","0","0","Local transmission","0"
"Chile","5","4","0","0","Imported cases only","0"
"Mexico","5","0","0","0","Imported cases only","5"
"Argentina","2","1","0","0","Imported cases only","0"
"Colombia","1","1","0","0","Imported cases only","0"
"Dominican Republic","1","0","0","0","Imported cases only","5"
"Peru","1","1","0","0","Imported cases only","0"
"","erritories**","","","","",""
"Saint Martin","2","0","0","0","Under investigation","4"
"Saint Barthelemy","1","0","0","0","Under investigation","4"
"","frican Region","","","","",""
