"V1","V2","V3","V4","V5","V6","V7"
"Malta","447","2","3","0","Pending","0"
"Montenegro","319","3","5","0","Clusters of cases","0"
"Liechtenstein","82","0","1","0","Pending","6"
"Monaco","68","0","1","0","Sporadic cases","11"
"Holy See","9","0","0","0","Sporadic cases","4"
"","Territories**","","","","",""
"Kosovo[1]","703","34","19","0","Communitytransmission","0"
"Isle of Man","308","1","17","1","Pending","0"
"Jersey","276","21","19","1","Pending","0"
"Guernsey","245","2","10","0","Communitytransmission","0"
"Faroe Islands","187","0","0","0","Pending","1"
"Gibraltar","133","0","0","0","Clusters of cases","7"
"Greenland","11","0","0","0","Pending","19"
"","South-East Asia Region","","","","",""
"India","24506","1429","775","57","Clusters of cases","0"
"Indonesia","8211","436","689","42","Communitytransmission","0"
"Bangladesh","4689","503","131","4","Pending","0"
"Thailand","2907","53","51","1","Pending","0"
"Sri Lanka","420","52","7","0","Clusters of cases","0"
"Myanmar","144","5","5","0","Clusters of cases","0"
"Maldives","116","22","0","0","Clusters of cases","0"
"Nepal","49","1","0","0","Sporadic cases","0"
"Timor-Leste","24","0","0","0","Clusters of cases","1"
"Bhutan","7","0","0","0","Sporadic cases","2"
"","Eastern Mediterranean Region","","","","",""
"Iran (Islamic Republicof)","88194","1168","5574","93","Communitytransmission","0"
"Saudi Arabia","15102","1172","127","6","Clusters of cases","0"
"Pakistan","11940","785","253","16","Clusters of cases","0"
"United Arab Emirates","9281","525","64","8","Pending","0"
"Qatar","8525","761","10","0","Pending","0"
"Egypt","4092","201","294","7","Clusters of cases","0"
"Morocco","3758","190","158","3","Clusters of cases","0"
"Kuwait","2614","215","15","1","Clusters of cases","0"
"Bahrain","2518","301","8","0","Clusters of cases","0"
"Oman","1905","189","10","2","Clusters of cases","0"
"Iraq","1708","31","86","3","Clusters of cases","0"
"Afghanistan","1330","104","43","3","Clusters of cases","0"
"Djibouti","999","13","2","0","Clusters of cases","0"
"Tunisia","922","4","38","0","Communitytransmission","0"
"Lebanon","696","8","22","0","Clusters of cases","0"
"Jordan","441","4","7","0","Clusters of cases","0"
"Somalia","328","0","16","0","Sporadic cases","1"
"Sudan","174","0","16","0","Sporadic cases","1"
"Libya","61","1","2","0","Clusters of cases","0"
