"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Malta","560","2","6","0","Sporadic cases","0"
"Montenegro","324","0","9","0","Clusters of cases","14"
"Monaco","96","0","1","0","Sporadic cases","9"
"Liechtenstein","83","0","1","0","Pending","24"
"Holy See","12","0","0","0","Sporadic cases","13"
"Territoriesii","","","","","",""
"Kosovo[1]","989","34","29","0","Community transmission","0"
"Isle of Man","335","0","24","0","Pending","2"
"Jersey","303","1","27","0","Community transmission","0"
"Guernsey","252","0","13","0","Community transmission","17"
"Faroe Islands","187","0","0","0","Pending","26"
"Gibraltar","147","0","0","0","Clusters of cases","7"
"Greenland","11","0","0","0","Pending","44"
"South-East Asia","","","","","",""
"India","106 750","5 611","3 303","140","Clusters of cases","0"
"Bangladesh","25 121","1 251","370","21","Clusters of cases","0"
"Indonesia","18 496","486","1 221","30","Community transmission","0"
"Thailand","3 034","1","56","0","Clusters of cases","0"
"Maldives","1 143","37","4","0","Clusters of cases","0"
"Sri Lanka","1 027","35","9","0","Clusters of cases","0"
"Nepal","402","27","2","0","Sporadic cases","0"
"Myanmar","193","2","6","0","Clusters of cases","0"
