"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Africa","","","","","",""
"South Africa","58 568","3 147","1 284","74","Community transmission","0"
"Nigeria","14 554","681","387","5","Community transmission","0"
"Algeria","10 589","105","741","9","Community transmission","0"
"Ghana","10 358","157","48","0","Community transmission","0"
"Cameroon","8 681","0","215","0","Community transmission","1"
"Senegal","4 759","119","55","1","Community transmission","0"
"Democratic Republic of the Congo","4 514","125","97","1","Community transmission","0"
"Côte d’Ivoire","4 404","223","41","0","Community transmission","0"
"Guinea","4 372","81","23","0","Community transmission","0"
"Gabon","3 463","169","23","2","Community transmission","0"
"Kenya","3 215","121","92","3","Community transmission","0"
"Ethiopia","2 670","164","40","5","Clusters of cases","0"
"Central African Republic","2 044","156","5","0","Clusters of cases","0"
"Mali","1 722","55","97","1","Community transmission","0"
"South Sudan","1 606","0","22","2","Clusters of cases","2"
"Guinea-Bissau","1 389","0","12","0","Community transmission","3"
"Mauritania","1 283","0","71","0","Clusters of cases","1"
"Zambia","1 252","0","10","0","Community transmission","1"
"Madagascar","1 203","41","10","0","Clusters of cases","0"
"Sierra Leone","1 085","23","50","0","Community transmission","0"
"Equatorial Guinea","1 043","0","12","0","Community transmission","19"
