"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Bhutan","21","0","0","0","Sporadic cases","4"
"Western Pacific","","","","","",""
"China","84 505","5","4 645","0","Clusters of cases","0"
"Singapore","28 794","451","22","0","Clusters of cases","0"
"Japan","16 385","20","771","8","Clusters of cases","0"
"Philippines","12 942","224","837","6","Community transmission","0"
"Republic of Korea","11 110","32","263","0","Clusters of cases","0"
"Australia","7 068","8","99","0","Clusters of cases","0"
"Malaysia","6 978","37","114","1","Clusters of cases","0"
"New Zealand","1 153","0","21","0","Clusters of cases","1"
"Viet Nam","324","0","0","0","Clusters of cases","1"
"Brunei Darussalam","141","0","1","0","Clusters of cases","12"
"Mongolia","140","0","0","0","Sporadic cases","1"
"Cambodia","122","0","0","0","Sporadic cases","38"
"Lao People's Democratic Republic","19","0","0","0","Sporadic cases","37"
"Fiji","18","0","0","0","Sporadic cases","29"
"Papua New Guinea","8","0","0","0","Sporadic cases","27"
"Territoriesii","","","","","",""
"Guam","149","0","5","0","Clusters of cases","5"
"French Polynesia","60","0","0","0","Sporadic cases","14"
"Northern Mariana Islands","","","","","",""
"(Commonwealth of the)","21","0","2","0","Pending","3"
