"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Sweden","52 383","769","4 891","17","Community transmission","0"
"Netherlands","48 783","0","6 059","0","Community transmission","1"
"Portugal","37 036","346","1 520","3","Community transmission","0"
"Ukraine","32 476","666","913","12","Community transmission","0"
"Switzerland","31 048","14","1 676","0","Community transmission","0"
"Poland","29 788","396","1 256","9","Community transmission","0"
"Ireland","25 321","18","1 706","0","Community transmission","0"
"Romania","22 165","166","1 427","17","Community transmission","0"
"Israel","19 121","113","302","2","Pending","0"
"Armenia","17 489","425","293","8","Community transmission","0"
"Austria","17 065","27","678","1","Community transmission","0"
"Kazakhstan","15 192","383","81","4","Clusters of cases","0"
"Serbia","12 367","57","255","1","Pending","0"
"Denmark","12 217","24","598","1","Community transmission","0"
"Republic of Moldova","11 879","139","417","11","Community transmission","0"
"Azerbaijan","10 324","367","122","3","Clusters of cases","0"
"Czechia","10 064","40","330","1","Clusters of cases","0"
"Norway","8 631","25","242","0","Clusters of cases","0"
"Finland","7 108","4","326","0","Pending","0"
"Uzbekistan","5 293","190","19","0","Clusters of cases","0"
"Tajikistan","5 097","62","50","0","Pending","0"
"North Macedonia","4 157","100","193","5","Clusters of cases","0"
"Hungary","4 077","1","565","2","Community transmission","0"
"Luxembourg","4 072","2","110","0","Clusters of cases","0"
