"V1","V2","V3","V4","V5","V6","V7"
"","Total Total","","Total","","",""
"Reporting Country/","","Total","","Transmission","","Days since last"
"Territory/Area†","confirmed classification§‡  cases confirmed new cases","deaths","new deaths","","","reported case"
"Western Pacific Region","","","","","",""
"China","83305 56","3345","1","Clusters of cases","","0"
"Republic of Korea","10450 27","208","4","Clusters of cases","","0"
"Australia","6152 100","52","2","Clusters of cases","","0"
"Japan","5347 579","88","3","Clusters of cases","","0"
"Malaysia","4228 109","67","2","Clusters of cases","","0"
"Philippines","4076 206","203","21","Clusters of cases","","0"
"Singapore","1910 287","7","1","Clusters of cases","","0"
"New Zealand","1015 23","1","0","Sporadic Cases","","0"
"Viet Nam","255 4","0","0","Clusters of cases","","0"
"Brunei Darussalam","135 0","1","0","Sporadic Cases","","5"
"Cambodia","118 1","0","0","Sporadic Cases","","0"
"Mongolia","16 0","0","0","Sporadic Cases","","1"
"Fiji","15 0","0","0","Sporadic Cases","","2"
"Lao People's","","","","","",""
"Democratic Republic","15 0","0","0","Sporadic Cases","","1"
"Papua New Guinea","2 0","0","0","Sporadic Cases","","1"
"Territories**","","","","","",""
"Guam","128 3","4","0","Clusters of cases","","0"
"French Polynesia","51 0","0","0","Sporadic Cases","","1"
"New Caledonia","18 0","0","0","Sporadic Cases","","7"
"Northern Mariana","","","","","",""
"Islands","","","","","",""
"(Commonwealth of","","","","","",""
"the)","11 0","2","0","Pending","","1"
"European Region","","","","","",""
"Spain","152446 5756","15238","683","Pending","","0"
"Italy","143626 4204","18281","612","Pending","","0"
"Germany","113525 5323","2373","266","Pending","","0"
"France","85351 4256","12192","1339","Pending","","0"
"The United Kingdom","65081 4344","7978","881","Pending","","0"
"","","","","Community","",""
"Turkey","42282 4056","908","96","Transmission","","0"
"Belgium","24983 1580","2523","283","Pending","","0"
"","","","","Community","",""
"Switzerland","23495 785","756","51","Transmission","","0"
"Netherlands","21762 1213","2396","148","Pending","","0"
"Portugal","13956 815","409","29","Pending","","0"
"Austria","13248 279","295","22","Pending","","0"
"Russian Federation","11917 1786","94","18","Clusters of cases","","0"
"Israel","9755 351","79","8","Pending","","0"
"Sweden","9141 722","793","106","Pending","","0"
