"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Belarus","42 556","898","235","6","Community transmission","0"
"Sweden","37 542","429","4 395","0","Community transmission","0"
"Portugal","32 500","297","1 410","14","Community transmission","0"
"Switzerland","30 779","17","1 656","0","Community transmission","0"
"Ireland","24 990","61","1 652","1","Community transmission","0"
"Ukraine","24 012","340","718","10","Community transmission","0"
"Poland","23 786","215","1 064","3","Community transmission","0"
"Romania","19 257","124","1 262","9","Community transmission","0"
"Israel","17 071","59","285","1","Pending","0"
"Austria","16 642","4","668","0","Community transmission","0"
"Denmark","11 669","36","574","3","Community transmission","0"
"Serbia","11 412","31","243","1","Pending","0"
"Kazakhstan","11308","450","41","3","Clusters of cases","0"
"Armenia","9 492","210","139","8","Community transmission","0"
"Czechia","9 273","43","320","1","Clusters of cases","0"
"Norway","8 411","0","236","0","Clusters of cases","2"
"Republic of Moldova","8 251","153","295","1","Community transmission","0"
"Finland","6 859","33","320","4","Pending","0"
"Azerbaijan","5 494","248","63","2","Clusters of cases","0"
"Luxembourg","4 018","2","110","0","Clusters of cases","0"
"Tajikistan","3 930","123","47","0","Pending","0"
"Hungary","3 876","9","526","2","Community transmission","0"
"Uzbekistan","3 662","108","15","1","Clusters of cases","0"
"Greece","2 917","2","175","0","Clusters of cases","0"
