"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Cayman Islands","140","0","1","0","Clusters of cases","1"
"Aruba","101","0","3","0","Sporadic cases","24"
"Sint Maarten","78","0","15","0","Sporadic cases","16"
"United States Virgin Islands","69","0","6","0","Clusters of cases","19"
"Saint Martin","40","0","3","0","Sporadic cases","3"
"Curaçao","20","0","1","0","Sporadic cases","1"
"Falkland Islands (Malvinas)","13","0","0","0","Clusters of cases","34"
"Turks and Caicos Islands","12","0","1","0","Sporadic cases","32"
"Montserrat","11","0","1","0","Sporadic cases","46"
"British Virgin Islands","8","0","1","0","Sporadic cases","14"
"Bonaire, Sint Eustatius and Saba","7","0","0","0","No cases","4"
"Saint Barthélemy","6","0","0","0","Sporadic cases","60"
"Anguilla","3","0","0","0","Sporadic cases","56"
"Saint Pierre and Miquelon","1","0","0","0","Sporadic cases","52"
"Eastern Mediterranean","","","","","",""
"Iran (Islamic Republic of)","146 668","2 819","7 677","50","Community transmission","0"
"Saudi Arabia","81 766","1 581","458","17","Clusters of cases","0"
"Pakistan","66 457","2 429","1 395","78","Clusters of cases","0"
"Qatar","52 907","1 993","36","3","Community transmission","0"
"United Arab Emirates","33 170","638","260","2","Pending","0"
"Kuwait","25 184","1 072","194","9","Clusters of cases","0"
"Egypt","22 082","1 289","879","34","Clusters of cases","0"
"Afghanistan","14 443","784","248","2","Clusters of cases","0"
"Bahrain","10 449","397","15","0","Clusters of cases","0"
