"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Aruba","101","0","3","0","Sporadic cases","13"
"Cayman Islands","94","0","1","0","Clusters of cases","2"
"Sint Maarten","78","0","15","0","Sporadic cases","5"
"United States Virgin Islands","69","0","6","0","Clusters of cases","8"
"Saint Martin","39","0","3","0","Sporadic cases","8"
"Curaçao","16","0","1","0","Sporadic cases","21"
"Falkland Islands (Malvinas)","13","0","0","0","Clusters of cases","23"
"Turks and Caicos Islands","12","0","1","0","Sporadic cases","21"
"Montserrat","11","0","1","0","Sporadic cases","35"
"British Virgin Islands","8","0","1","0","Sporadic cases","3"
"Bonaire, Sint Eustatius and Saba","6","0","0","0","Sporadic cases","21"
"Saint Barthélemy","6","0","0","0","Sporadic cases","49"
"Anguilla","3","0","0","0","Sporadic cases","45"
"Saint Pierre and Miquelon","1","0","0","0","Sporadic cases","41"
"Eastern Mediterranean","","","","","",""
"Iran (Islamic Republic of)","122 492","2 294","7 057","69","Community transmission","0"
"Saudi Arabia","57 345","2 593","329","17","Clusters of cases","0"
"Pakistan","43 966","1 841","939","36","Clusters of cases","0"
"Qatar","33 969","1 365","15","0","Community transmission","0"
"United Arab Emirates","24 171","813","227","7","Pending","0"
"Kuwait","15 691","841","121","9","Clusters of cases","0"
"Egypt","12 764","535","645","15","Clusters of cases","0"
"Afghanistan","7 655","583","177","4","Clusters of cases","0"
"Bahrain","7 184","254","12","0","Clusters of cases","0"
