"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Niger","974","0","65","0","Community transmission","1"
"Burkina Faso","891","0","53","0","Community transmission","1"
"Chad","846","2","72","1","Community transmission","0"
"Uganda","794","19","0","0","Sporadic cases","0"
"Congo","728","10","24","0","Community transmission","0"
"Cabo Verde","616","31","5","0","Clusters of cases","0"
"Togo","522","25","13","0","Community transmission","0"
"United Republic of Tanzania","509","0","21","0","Community transmission","34"
"Rwanda","476","13","2","0","Sporadic cases","0"
"Mozambique","472","19","2","0","Clusters of cases","0"
"Malawi","455","0","4","0","Clusters of cases","1"
"Eswatini","398","27","3","0","Clusters of cases","0"
"Liberia","397","14","31","0","Community transmission","0"
"São Tomé and Príncipe","388","93","10","0","Clusters of cases","0"
"Benin","339","0","4","0","Community transmission","1"
"Mauritius","337","0","10","0","Clusters of cases","5"
"Zimbabwe","320","6","4","0","Sporadic cases","0"
"Comoros","162","65","2","0","Community transmission","0"
"Angola","113","17","4","0","Clusters of cases","0"
"Burundi","83","0","1","0","Clusters of cases","4"
"Botswana","48","6","1","0","Clusters of cases","0"
"Eritrea","41","0","0","0","Sporadic cases","6"
"Namibia","31","0","0","0","Sporadic cases","2"
