"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Iraq","21 315","1 106","652","45","Clusters of cases","0"
"Bahrain","19 013","469","46","3","Clusters of cases","0"
"Morocco","8 885","92","212","0","Clusters of cases","0"
"Sudan","7 435","215","468","9","Community transmission","0"
"Djibouti","4 501","36","43","0","Clusters of cases","0"
"Somalia","2 642","47","88","0","Sporadic cases","0"
"Lebanon","1 464","18","32","0","Clusters of cases","0"
"Tunisia","1 110","14","49","0","Community transmission","0"
"Jordan","979","18","9","0","Clusters of cases","0"
"Yemen","848","116","209","44","Pending","0"
"Libya","467","49","10","2","Clusters of cases","0"
"Syrian Arab Republic","177","0","6","0","Community transmission","1"
"Territoriesii","","","","","",""
"occupied Palestinian territory","689","13","5","0","Clusters of cases","0"
"Europe","","","","","",""
"Russian Federation","545 458","8 248","7 284","193","Clusters of cases","0"
"The United Kingdom","296 861","968","41 736","38","Community transmission","0"
"Spain","244 109","181","27 136","0","Community transmission","0"
"Italy","237 290","301","34 371","26","Community transmission","0"
"Germany","186 839","378","8 800","9","Community transmission","0"
"Turkey","179 831","1 592","4 825","18","Community transmission","0"
"France","152 819","52","29 373","30","Community transmission","0"
"Belgium","60 100","71","9 661","6","Community transmission","0"
"Belarus","54 680","707","312","4","Community transmission","0"
