"V1","V2","V3","V4","V5","V6","V7"
"United States Virgin","","","","","",""
"","6","3","0","0","Imported cases only","0"
"Islands","","","","","",""
"Aruba","5","0","0","0","Imported cases only","2"
"Saint Martin","4","0","0","0","Under investigation","3"
"Cayman Islands","3","0","1","0","Imported cases only","2"
"Curaçao","3","0","1","1","Imported cases only","4"
"Saint Barthélemy","3","0","0","0","Under investigation","6"
"Bermuda","2","0","0","0","Imported cases only","3"
"Montserrat","1","0","0","0","Imported cases only","3"
"Sint Maarten","1","0","0","0","Imported cases only","3"
"African Region","","","","","",""
"South Africa","240","35","0","0","Local transmission","0"
"Algeria","94","0","15","5","Local transmission","1"
"Burkina Faso","72","32","3","2","Local transmission","0"
"Senegal","56","18","0","0","Local transmission","0"
"Cameroon","27","5","0","0","Local transmission","0"
"Democratic Republic","","","","","",""
"","23","9","1","1","Local transmission","0"
"of the Congo","","","","","",""
"Nigeria","22","10","0","0","Imported cases only","0"
"Ghana","19","3","0","0","Local transmission","0"
"Rwanda","17","6","0","0","Local transmission","0"
"Togo","15","6","0","0","Imported cases only","0"
"Mauritius","12","0","0","0","Imported cases only","1"
"Côte d’Ivoire","9","0","0","0","Imported cases only","3"
"Ethiopia","9","0","0","0","Imported cases only","2"
"Kenya","7","0","0","0","Local transmission","3"
"Seychelles","7","1","0","0","Imported cases only","0"
"Equatorial Guinea","6","2","0","0","Imported cases only","0"
"United Republic of","","","","","",""
"","6","0","0","0","Imported cases only","2"
"Tanzania","","","","","",""
"Congo","4","1","0","0","Imported cases only","0"
"Cabo Verde","3","2","0","0","Imported cases only","0"
"Central African","","","","","",""
"","3","2","0","0","Imported cases only","0"
"Republic","","","","","",""
"Gabon","3","0","1","0","Imported cases only","3"
"Liberia","3","1","0","0","Local transmission","0"
"Madagascar","3","3","0","0","Under investigation","0"
"Namibia","3","0","0","0","Imported cases only","2"
"Angola","2","2","0","0","Imported cases only","0"
"Benin","2","0","0","0","Imported cases only","2"
"Guinea","2","0","0","0","Imported cases only","2"
"Mauritania","2","0","0","0","Imported cases only","3"
"Zambia","2","0","0","0","Imported cases only","3"
"Zimbabwe","2","1","0","0","Imported cases only","0"
"Chad","1","0","0","0","Imported cases only","2"
"Eritrea","1","1","0","0","Imported cases only","0"
"Eswatini","1","0","0","0","Imported cases only","7"
"Gambia","1","0","0","0","Imported cases only","3"
"Niger","1","0","0","0","Imported cases only","2"
"Uganda","1","1","0","0","Imported cases only","0"
"Territories**","","","","","",""
"Réunion","47","19","0","0","Imported cases only","0"
"Mayotte","11","7","0","0","Imported cases only","0"
"Subtotal for all","291430","26069","12777","1600","",""
