"V1","V2","V3","V4","V5","V6","V7"
"Slovakia","123","18","0","0","Local transmission","0"
"Armenia","122","38","0","0","Local transmission","0"
"Bulgaria","94","2","3","1","Local transmission","0"
"Latvia","86","15","0","0","Imported cases only","0"
"Croatia","81","0","0","0","Local transmission","1"
"Hungary","73","15","1","0","Local transmission","0"
"Albania","70","11","2","0","Local transmission","0"
"Cyprus","58","0","0","0","Local transmission","1"
"Malta","53","5","0","0","Imported cases only","0"
"Republic of Moldova","49","13","0","0","Local transmission","0"
"North Macedonia","48","17","0","0","Local transmission","0"
"Belarus","46","0","0","0","Local transmission","1"
"Kazakhstan","46","10","0","0","Imported cases only","0"
"Bosnia andHerzegovina","44","8","0","0","Local transmission","0"
"Georgia","38","4","0","0","Imported cases only","0"
"Lithuania","36","10","0","0","Imported cases only","0"
"Azerbaijan","34","0","1","0","Imported cases only","1"
"Liechtenstein","25","0","0","0","Imported cases only","1"
"Uzbekistan","21","5","0","0","Local transmission","0"
"Ukraine","16","0","2","0","Local transmission","1"
"Montenegro","10","8","0","0","Imported cases only","0"
"Monaco","9","0","0","0","Under investigation","3"
"Kyrgyzstan","3","0","0","0","Under investigation","1"
"Holy See","1","0","0","0","Under investigation","13"
"","erritories**","","","","",""
"Andorra","75","36","0","0","Imported cases only","0"
"Faroe Islands","72","14","0","0","Imported cases only","0"
"Gibraltar","10","2","0","0","Under investigation","0"
"Jersey","5","0","0","0","Imported cases only","2"
"Greenland","2","0","0","0","Under investigation","1"
"Guernsey","1","0","0","0","Imported cases only","10"
"","outh-East Asia Region","","","","",""
"Thailand","322","110","1","0","Local transmission","0"
"Indonesia","309","82","25","6","Local transmission","0"
"India","195","44","4","1","Local transmission","0"
"Sri Lanka","59","17","0","0","Local transmission","0"
"Bangladesh","17","7","1","1","Local transmission","0"
"Maldives","13","0","0","0","Local transmission","4"
"Bhutan","2","1","0","0","Imported cases only","0"
"Nepal","1","0","0","0","Imported cases only","56"
"","astern Mediterranean Region","","","","",""
"Iran (Islamic Republicof)","18407","1046","1284","149","Local transmission","0"
"Qatar","452","10","0","0","Local transmission","0"
"Pakistan","302","61","2","2","Imported cases only","0"
"Bahrain","269","13","1","0","Local transmission","0"
"Saudi Arabia","238","0","0","0","Local transmission","1"
"Egypt","210","14","6","0","Local transmission","0"
"Iraq","177","13","12","0","Local transmission","0"
"Lebanon","149","29","4","0","Local transmission","0"
"Kuwait","148","6","0","0","Local transmission","0"
"United Arab Emirates","140","27","0","0","Local transmission","0"
"Morocco","61","12","2","0","Local transmission","0"
