"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"United Arab Emirates","29 485","781","245","1","Pending","0"
"Kuwait","21 302","838","156","8","Clusters of cases","0"
"Egypt","17 265","752","764","29","Clusters of cases","0"
"Afghanistan","11 094","512","219","1","Clusters of cases","0"
"Bahrain","9 138","336","13","0","Clusters of cases","0"
"Oman","7 770","513","37","1","Clusters of cases","0"
"Morocco","7 433","27","199","1","Clusters of cases","0"
"Iraq","4 469","197","160","8","Clusters of cases","0"
"Sudan","3 826","192","165","19","Community transmission","0"
"Djibouti","2 270","0","10","0","Clusters of cases","2"
"Somalia","1 594","0","61","0","Sporadic cases","3"
"Lebanon","1 114","17","26","0","Clusters of cases","0"
"Tunisia","1 051","3","48","0","Community transmission","0"
"Jordan","708","4","9","0","Clusters of cases","0"
"Yemen","226","10","43","3","Pending","0"
"Syrian Arab Republic","86","16","4","0","Community transmission","0"
"Libya","75","0","3","0","Clusters of cases","1"
"Territoriesii","","","","","",""
"occupied Palestinian territory","602","0","5","0","Clusters of cases","2"
"Europe","","","","","",""
"Russian Federation","353 427","8 946","3 633","92","Clusters of cases","0"
"The United Kingdom","259 563","2 405","36 793","118","Community transmission","0"
"Spain","235 772","482","28 752","74","Community transmission","0"
