"V1","V2","V3","V4","V5","V6","V7"
"Venezuela (BolivarianRepublic of)","144","0","3","0","Local transmission","2"
"Bolivia (PlurinationalState of)","139","7","10","1","Local transmission","0"
"Trinidad and Tobago","100","3","6","0","Local transmission","0"
"Paraguay","96","4","3","0","Local transmission","0"
"El Salvador","56","10","3","1","Local transmission","0"
"Jamaica","53","6","3","0","Local transmission","0"
"Barbados","51","6","0","0","Local transmission","0"
"Guatemala","50","0","1","0","Local transmission","1"
"Bahamas","24","0","3","0","Local transmission","1"
"Guyana","23","4","4","0","Local transmission","0"
"Haiti","18","0","0","0","Imported cases only","1"
"Saint Lucia","13","0","0","0","Local transmission","3"
"Grenada","12","2","0","0","Local transmission","0"
"Dominica","11","0","0","0","Local transmission","9"
"Suriname","10","0","0","0","Local transmission","1"
"Saint Kitts and Nevis","9","1","0","0","Imported cases only","0"
"Antigua and Barbuda","7","0","0","0","Imported cases only","8"
"Nicaragua","5","0","1","0","Imported cases only","3"
"Belize","4","1","0","0","Local transmission","0"
"Saint Vincent and theGrenadines","3","0","0","0","Imported cases only","1"
"","Territories**","","","","",""
"Puerto Rico","452","74","18","3","Local transmission","0"
"Martinique","145","7","3","0","Local transmission","0"
"Guadeloupe","130","0","7","0","Local transmission","1"
"Aruba","64","2","0","0","Local transmission","0"
"French Guiana","62","5","0","0","Local transmission","0"
"United States VirginIslands","40","3","0","0","Local transmission","0"
"Bermuda","35","0","0","0","Local transmission","1"
"Cayman Islands","28","0","1","0","Local transmission","1"
"Saint Martin","24","2","2","0","Under investigation","0"
"Sint Maarten","23","0","2","0","Imported cases only","1"
"Curaçao","11","0","1","0","Imported cases only","5"
"Montserrat","6","1","0","0","Imported cases only","0"
"Saint Barthélemy","6","0","0","0","Under investigation","5"
"Turks and CaicosIslands","5","0","0","0","Local transmission","5"
"Anguilla","3","0","0","0","Local transmission","1"
"British Virgin Islands","3","0","0","0","Imported cases only","4"
"Bonaire, Sint Eustatiusand Saba","2","0","0","0","Imported cases only","1"
"Falkland Islands(Malvinas)","1","1","0","0","Under investigation","0"
"","African Region","","","","",""
"South Africa","1585","80","9","2","Local transmission","0"
"Algeria","1251","265","130","47","Local transmission","0"
"Cameroon","555","309","9","2","Local transmission","0"
