"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"United Arab Emirates","25 063","892","227","0","Pending","0"
"Kuwait","16 764","1 073","121","0","Clusters of cases","0"
"Egypt","13 484","720","659","14","Clusters of cases","0"
"Afghanistan","8 145","490","187","10","Clusters of cases","0"
"Bahrain","7 532","348","12","0","Clusters of cases","0"
"Morocco","7 023","71","193","0","Clusters of cases","0"
"Oman","5 671","0","27","1","Clusters of cases","1"
"Iraq","3 611","57","131","4","Clusters of cases","0"
"Sudan","2 728","137","111","6","Community transmission","0"
"Djibouti","1 618","100","7","0","Clusters of cases","0"
"Somalia","1 502","47","59","2","Sporadic cases","0"
"Tunisia","1 044","1","47","1","Community transmission","0"
"Lebanon","954","23","26","0","Clusters of cases","0"
"Jordan","649","20","9","0","Clusters of cases","0"
"Yemen","171","37","29","8","Pending","0"
"Libya","68","3","3","0","Clusters of cases","0"
"Syrian Arab Republic","58","0","3","0","Community transmission","2"
"Territoriesii","","","","","",""
"occupied Palestinian territory","570","3","4","0","Clusters of cases","0"
"Europe","","","","","",""
"Russian Federation","308 705","8 764","2 972","135","Clusters of cases","0"
"The United Kingdom","248 822","2 412","35 341","545","Community transmission","0"
"Spain","232 037","431","27 778","69","Community transmission","0"
