"V1","V2","V3","V4","V5","V6","V7"
"","Total","Total","","Total","","Days since last"
"Reporting Country/","","","Total","","Transmission",""
"Territory/Area  †","confirmed ‡  cases","confirmed new cases1","deaths","new deaths1","classification  §","reported case"
"Western Pacific Region","","","","","",""
"Republic of Korea","8162","76","75","3","Local transmission","0"
"Japan","780","64","22","1","Local transmission","0"
"Australia","249","52","3","0","Local transmission","0"
"Malaysia","238","41","0","0","Local transmission","0"
"Singapore","212","12","0","0","Local transmission","0"
"Philippines","111","47","6","4","Local transmission","0"
"Viet Nam","53","5","0","0","Local transmission","0"
"Brunei Darussalam","40","15","0","0","Local transmission","0"
"Cambodia","7","0","0","0","Local transmission","1"
"New Zealand","6","0","0","0","Local transmission","1"
"Mongolia","1","0","0","0","Imported cases only","5"
"Territories**","","","","","",""
"French Polynesia","3","2","0","0","Imported cases only","0"
"European Region","","","","","",""
"Italy","21157","3497","1441","173","Local transmission","0"
"Spain","5753","1522","136","16","Local transmission","0"
"France","4469","829","91","12","Local transmission","0"
"Germany","3795","733","8","2","Local transmission","0"
"Switzerland","1359","234","11","5","Local transmission","0"
"The United Kingdom","1144","342","21","11","Local transmission","0"
"Netherlands","959","155","12","2","Local transmission","0"
"Sweden","924","149","0","0","Local transmission","0"
"Norway","907","157","1","0","Local transmission","0"
"Denmark","827","26","0","0","Local transmission","0"
"Austria","800","296","1","0","Local transmission","0"
"Belgium","689","90","0","0","Local transmission","0"
"Greece","228","130","2","1","Local transmission","0"
"Czechia","214","64","0","0","Local transmission","0"
"Finland","210","101","0","0","Local transmission","0"
"Israel","178","78","0","0","Local transmission","0"
"Slovenia","141","0","0","0","Local transmission","1"
"Iceland","138","77","0","0","Local transmission","0"
"Ireland","129","39","2","1","Local transmission","0"
"Romania","123","59","0","0","Local transmission","0"
"Portugal","112","0","0","0","Local transmission","1"
"Poland","111","47","3","2","Local transmission","0"
"San Marino","92","26","5","3","Local transmission","0"
"Estonia","79","0","0","0","Local transmission","1"
"Slovakia","44","14","0","0","Local transmission","0"
"Bulgaria","43","36","2","1","Local transmission","0"
"Serbia","41","10","0","0","Local transmission","0"
"Albania","38","5","1","0","Local transmission","0"
"Luxembourg","38","0","1","0","Local transmission","1"
"Croatia","37","10","0","0","Local transmission","0"
"Russian Federation","34","0","0","0","Imported cases only","2"
"Hungary","32","13","0","0","Local transmission","0"
"Georgia","30","5","0","0","Imported cases only","0"
"Latvia","30","14","0","0","Imported cases only","0"
