"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Kuwait","4024","284","26","2","Clusters of cases","0"
"Bahrain","3040","119","8","0","Clusters of cases","0"
"Oman","2447","99","11","1","Clusters of cases","0"
"Afghanistan","2171","344","64","4","Clusters of cases","0"
"Iraq","2085","82","93","1","Clusters of cases","0"
"Djibouti","1089","12","2","0","Clusters of cases","0"
"Tunisia","994","14","41","1","Community transmission","0"
"Lebanon","725","4","24","0","Clusters of cases","0"
"Somalia","601","19","28","0","Sporadic cases","0"
"Jordan","453","2","8","0","Clusters of cases","0"
"Sudan","442","67","31","3","Sporadic cases","0"
"Libya","61","0","3","1","Clusters of cases","6"
"Syrian Arab Republic","43","0","3","0","Community transmission","3"
"Yemen","6","0","2","2","Pending","1"
"Territoriesii","","","","","",""
"occupied Palestinian territory","344","0","2","0","Clusters of cases","1"
"Europe","","","","","",""
"Spain","213435","518","24543","268","Community transmission","0"
"Italy","205463","1872","27967","285","Community transmission","0"
"The United Kingdom","171257","6032","26771","674","Community transmission","0"
"Germany","159119","0","6288","0","Community transmission","1"
"France","128121","1055","24342","288","Community transmission","0"
"Turkey","120204","2615","3174","93","Community transmission","0"
"Russian Federation","114431","7933","1169","96","Clusters of cases","0"
