"V1","V2","V3","V4","V5","V6","V7"
"Greenland","11","0","0","0","Pending","4"
"","outh-East Asia Region","","","","",""
"India","6412","678","199","33","Clusters of cases","0"
"Indonesia","3512","556","306","66","Clusters of cases","0"
"Thailand","2473","50","33","1","Clusters of cases","0"
"Bangladesh","330","112","21","1","Clusters of cases","0"
"Sri Lanka","190","1","7","0","Clusters of cases","0"
"Myanmar","27","5","3","0","Clusters of cases","0"
"Maldives","19","0","0","0","Clusters of cases","7"
"Nepal","9","0","0","0","Sporadic Cases","5"
"Bhutan","5","0","0","0","Sporadic Cases","7"
"Timor-Leste","1","0","0","0","Sporadic Cases","20"
"","astern Mediterranean Region","","","","",""
"Iran (Islamic Republicof)","66220","1634","4110","117","CommunityTransmission","0"
"Pakistan","4601","279","66","3","Clusters of cases","0"
"Saudi Arabia","3287","355","44","3","Clusters of cases","0"
"United Arab Emirates","2990","331","14","2","Pending","0"
"Qatar","2376","166","6","0","Pending","0"
"Egypt","1699","139","118","15","Clusters of cases","0"
"Morocco","1377","102","97","4","Clusters of cases","0"
"Iraq","1232","30","69","0","Clusters of cases","0"
"Kuwait","910","55","1","0","Clusters of cases","0"
"Bahrain","887","64","5","0","Clusters of cases","0"
"Tunisia","643","15","25","1","CommunityTransmission","0"
"Lebanon","582","7","19","0","Clusters of cases","0"
"Afghanistan","521","77","15","0","Clusters of cases","0"
"Oman","484","27","3","1","Clusters of cases","0"
"Jordan","372","14","7","1","Clusters of cases","0"
"Djibouti","140","5","1","1","Clusters of cases","0"
"Libya","24","3","1","0","Clusters of cases","0"
"Syrian Arab Republic","19","0","2","0","CommunityTransmission","4"
"Sudan","15","1","2","0","Sporadic Cases","0"
"Somalia","12","0","1","0","Sporadic Cases","1"
"","erritories**","","","","",""
"occupied Palestinianterritory","266","3","1","0","Clusters of cases","0"
"","egion of the Americas","","","","",""
"United States ofAmerica","425889","30859","14665","1925","CommunityTransmission","0"
"Canada","19759","1326","461","60","CommunityTransmission","0"
"Brazil","15927","2210","800","133","CommunityTransmission","0"
"Chile","5972","426","57","9","CommunityTransmission","0"
"Ecuador","4965","515","272","30","CommunityTransmission","0"
