"V1","V2","V3","V4","V5","V6","V7"
"","Total","Total","","Total","","Days since last"
"Reporting Country/","","","Total","","Transmission",""
"Territory/Area  †","confirmed ‡  cases","confirmed new cases","deaths","new deaths","classification§","reported case"
"Western Pacific Region","","","","","",""
"China","81416","116","3261","8","Local transmission","0"
"Republic of Korea","8799","147","102","8","Local transmission","0"
"Malaysia","1030","130","3","1","Local transmission","0"
"Japan","996","46","35","2","Local transmission","0"
"Australia","873","164","7","1","Local transmission","0"
"Singapore","385","40","0","0","Local transmission","0"
"Philippines","230","13","18","1","Local transmission","0"
"Viet Nam","91","6","0","0","Local transmission","0"
"Brunei Darussalam","78","5","0","0","Local transmission","0"
"New Zealand","53","14","0","0","Local transmission","0"
"Cambodia","51","4","0","0","Local transmission","0"
"Mongolia","6","0","0","0","Imported cases only","1"
"Fiji","1","0","0","0","Imported cases only","1"
"Papua New Guinea","1","1","0","0","Imported cases only","0"
"Territories**","","","","","",""
"Guam","14","2","0","0","Local transmission","0"
"French Polynesia","11","0","0","0","Imported cases only","1"
"New Caledonia","2","0","0","0","Imported cases only","1"
"European Region ^","","","","","",""
"Italy","47021","5986","4032","625","Local transmission","0"
"Spain","19980","2833","1002","235","Local transmission","0"
"Germany","18323","7324","45","25","Local transmission","0"
"France","12475","1598","450","78","Local transmission","0"
"Switzerland","4840","977","43","10","Local transmission","0"
"The United Kingdom","3983","706","177","33","Local transmission","0"
"Netherlands","2994","534","106","30","Local transmission","0"
"Austria","2649","806","6","1","Local transmission","0"
"Belgium","2257","462","37","23","Local transmission","0"
"Norway","1742","190","7","1","Local transmission","0"
"Sweden","1623","200","16","13","Local transmission","0"
"Denmark","1255","123","9","3","Local transmission","0"
"Portugal","1020","235","6","3","Local transmission","0"
"Czechia","904","210","0","0","Local transmission","0"
"Israel","712","183","1","1","Local transmission","0"
"Ireland","683","126","3","0","Local transmission","0"
"Turkey","670","479","9","7","Local transmission","0"
"Greece","495","77","8","3","Local transmission","0"
"Luxembourg","484","139","5","1","Local transmission","0"
"Finland","450","81","0","0","Local transmission","0"
"Poland","425","100","5","0","Local transmission","0"
"Iceland","409","79","1","1","Local transmission","0"
"Slovenia","341","22","1","0","Local transmission","0"
"Romania","308","48","0","0","Local transmission","0"
"Estonia","283","16","0","0","Local transmission","0"
"Russian Federation","253","54","0","0","Imported cases only","0"
