"V1","V2","V3","V4","V5","V6","V7"
"","Total","Total","","Total","","Days since last"
"Reporting Country/","","","Total","","Transmission",""
"Territory/Area  †","confirmed ‡  cases","confirmed new cases","deaths","new deaths","classification§","reported case"
"Western Pacific Region","","","","","",""
"Republic of Korea","7869","114","66","6","Local transmission","0"
"Japan","620","52","15","3","Local transmission","0"
"Singapore","178","12","0","0","Local transmission","0"
"Malaysia","129","0","0","0","Local transmission","1"
"Australia","122","10","3","0","Local transmission","0"
"Philippines","52","3","2","1","Local transmission","0"
"Viet Nam","39","4","0","0","Local transmission","0"
"Brunei Darussalam","12","11","0","0","Local transmission","0"
"New Zealand","5","0","0","0","Local transmission","5"
"Cambodia","3","0","0","0","Local transmission","1"
"Mongolia","1","0","0","0","Imported cases only","2"
"Territories**","","","","","",""
"French Polynesia","1","1","0","0","Imported cases only","0"
"European Region","","","","","",""
"Italy","12462","2313","827","196","Local transmission","0"
"France","2269","495","48","15","Local transmission","0"
"Spain","2140","501","48","12","Local transmission","0"
"Germany","1567","271","3","1","Local transmission","0"
"Switzerland","645","154","4","1","Local transmission","0"
"Denmark","615","353","0","0","Local transmission","0"
"Netherlands","503","121","5","1","Local transmission","0"
"Sweden","461","135","0","0","Local transmission","0"
"The United Kingdom","460","87","6","0","Local transmission","0"
"Belgium","314","47","0","0","Local transmission","0"
"Austria","302","120","0","0","Local transmission","0"
"Norway","489","212","0","0","Local transmission","0"
"Greece","98","9","1","1","Local transmission","0"
"Czechia","94","33","0","0","Local transmission","0"
"Israel","75","0","0","0","Local transmission","1"
"San Marino","63","0","2","0","Local transmission","1"
"Iceland","61","0","0","0","Local transmission","2"
"Slovenia","57","26","0","0","Local transmission","0"
"Romania","48","23","0","0","Local transmission","0"
"Poland","44","22","0","0","Local transmission","0"
"Ireland","43","9","1","1","Local transmission","0"
"Portugal","41","0","0","0","Local transmission","1"
"Finland","40","0","0","0","Local transmission","2"
"Georgia","23","0","0","0","Imported cases only","1"
"Russian Federation","20","13","0","0","Imported cases only","0"
"Serbia","19","7","0","0","Local transmission","0"
"Luxembourg","17","12","0","0","Local transmission","0"
"Croatia","16","0","0","0","Local transmission","1"
"Latvia","16","8","0","0","Imported cases only","0"
"Estonia","13","0","0","0","Imported cases only","1"
"Hungary","13","0","0","0","Local transmission","1"
"Belarus","12","3","0","0","Local transmission","0"
"Albania","10","0","0","0","Local transmission","1"
