"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Gambia","28","0","1","0","Sporadic cases","4"
"Seychelles","11","0","0","0","Clusters of cases","67"
"Lesotho","4","0","0","0","Sporadic cases","9"
"Territoriesii","","","","","",""
"Mayotte","2 268","28","28","0","Clusters of cases","0"
"Réunion","488","1","1","0","Clusters of cases","0"
"Americas","","","","","",""
"United States of America","2 010 391","21 745","113 757","947","Community transmission","0"
"Brazil","802 828","30 412","40 919","1 239","Community transmission","0"
"Peru","214 788","5 965","6 109","206","Community transmission","0"
"Chile","160 846","6 754","2 870","222","Community transmission","0"
"Mexico","133 974","4 790","15 944","587","Community transmission","0"
"Canada","97 530","405","7 994","34","Community transmission","0"
"Ecuador","45 778","1 338","3 828","108","Community transmission","0"
"Colombia","45 212","1 530","1 488","55","Community transmission","0"
"Argentina","27 373","1 386","772","31","Community transmission","0"
"Dominican Republic","22 008","571","568","7","Community transmission","0"
"Panama","18 586","697","418","5","Community transmission","0"
"Bolivia (Plurinational State of)","16 165","884","533","21","Community transmission","0"
"Guatemala","8 561","340","334","18","Community transmission","0"
"Honduras","7 669","309","294","4","Community transmission","0"
"Haiti","3 941","145","64","6","Community transmission","0"
"El Salvador","3 481","108","68","4","Community transmission","0"
"Venezuela (Bolivarian Republic of)","2 814","76","23","0","Community transmission","0"
