"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Bermuda","141","0","9","0","Clusters of cases","8"
"Aruba","101","0","3","0","No cases","36"
"Sint Maarten","77","0","15","0","Sporadic cases","5"
"United States Virgin Islands","72","1","6","0","Clusters of cases","0"
"Saint Martin","41","0","3","0","Sporadic cases","11"
"Curaçao","22","1","1","0","Sporadic cases","0"
"Falkland Islands (Malvinas)","13","0","0","0","Clusters of cases","46"
"Turks and Caicos Islands","12","0","1","0","Sporadic cases","44"
"Montserrat","11","0","1","0","Sporadic cases","58"
"British Virgin Islands","8","0","1","0","Sporadic cases","26"
"Bonaire, Sint Eustatius and Saba","7","0","0","0","No cases","16"
"Saint Barthélemy","6","0","0","0","Sporadic cases","72"
"Anguilla","3","0","0","0","Sporadic cases","68"
"Saint Pierre and Miquelon","1","0","0","0","Sporadic cases","64"
"Eastern Mediterranean","","","","","",""
"Iran (Islamic Republic of)","177 938","2 011","8 506","81","Community transmission","0"
"Pakistan","119 536","5 834","2 356","101","Clusters of cases","0"
"Saudi Arabia","112 288","3 717","819","36","Clusters of cases","0"
"Qatar","73 595","1 716","66","4","Community transmission","0"
"United Arab Emirates","40 507","603","284","1","Pending","0"
"Egypt","38 284","1 455","1 342","36","Clusters of cases","0"
"Kuwait","33 823","683","275","2","Clusters of cases","0"
"Afghanistan","22 890","748","426","21","Clusters of cases","0"
"Oman","18 887","689","84","1","Clusters of cases","0"
