"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Africa","","","","","",""
"South Africa","27 403","1 466","577","25","Community transmission","0"
"Algeria","8 997","140","630","7","Community transmission","0"
"Nigeria","8 915","182","259","5","Community transmission","0"
"Ghana","7 303","0","34","0","Community transmission","1"
"Cameroon","5 436","0","177","0","Community transmission","2"
"Guinea","3 553","107","22","1","Community transmission","0"
"Senegal","3 348","95","41","2","Community transmission","0"
"Democratic Republic of the Congo","2 832","173","68","0","Community transmission","0"
"Côte d’Ivoire","2 641","85","32","1","Community transmission","0"
"Gabon","2 431","112","14","0","Community transmission","0"
"Kenya","1 618","147","58","3","Community transmission","0"
"Guinea-Bissau","1 195","22","8","2","Community transmission","0"
"Mali","1 194","78","72","2","Community transmission","0"
"Zambia","1 057","0","7","0","Community transmission","1"
"Equatorial Guinea","1 043","0","12","0","Community transmission","5"
"South Sudan","994","188","10","2","Clusters of cases","0"
"Niger","955","0","64","0","Community transmission","1"
"Burkina Faso","847","2","53","0","Community transmission","0"
"Ethiopia","831","100","7","1","Clusters of cases","0"
"Sierra Leone","812","30","45","0","Community transmission","0"
"Central African Republic","755","54","1","0","Clusters of cases","0"
