"V1","V2","V3","V4","V5","V6","V7"
"Syrian Arab Republic","42","0","3","0","Communitytransmission","2"
"Yemen","1","0","0","0","Pending","13"
"","Territories**","","","","",""
"occupied Palestinianterritory","336","0","2","0","Clusters of cases","1"
"","Region of the Americas","","","","",""
"United States ofAmerica","830053","29127","42311","2238","Communitytransmission","0"
"Brazil","45757","2678","2906","165","Communitytransmission","0"
"Canada","40813","1890","2028","157","Communitytransmission","0"
"Peru","19250","1413","530","46","Communitytransmission","0"
"Chile","11812","516","168","8","Communitytransmission","0"
"Ecuador","11183","333","560","23","Communitytransmission","0"
"Mexico","10544","1043","970","113","Communitytransmission","0"
"Dominican Republic","5543","243","265","5","Communitytransmission","0"
"Panama","4992","171","144","3","Communitytransmission","0"
"Colombia","4356","207","206","10","Communitytransmission","0"
"Argentina","3340","143","159","7","Communitytransmission","0"
"Cuba","1235","46","43","3","Clusters of cases","0"
"Costa Rica","681","12","6","0","Clusters of cases","0"
"Bolivia (PlurinationalState of)","672","63","40","3","Clusters of cases","0"
"Uruguay","549","6","12","0","Clusters of cases","0"
"Honduras","519","9","47","1","Clusters of cases","0"
"Guatemala","342","26","10","2","Clusters of cases","0"
"Venezuela (BolivarianRepublic of)","298","10","10","0","Clusters of cases","0"
"El Salvador","250","13","8","1","Clusters of cases","0"
"Jamaica","243","10","6","0","Clusters of cases","0"
"Paraguay","213","0","9","0","Communitytransmission","1"
"Trinidad and Tobago","115","0","8","0","Sporadic cases","1"
"Barbados","76","1","6","1","Clusters of cases","0"
"Bahamas","70","5","9","0","Clusters of cases","0"
"Guyana","67","0","7","0","Clusters of cases","1"
"Haiti","62","4","4","0","Clusters of cases","0"
"Antigua and Barbuda","24","0","3","0","Clusters of cases","1"
"Belize","18","0","2","0","Sporadic cases","9"
"Dominica","16","0","0","0","Clusters of cases","13"
"Grenada","15","1","0","0","Clusters of cases","0"
"Saint Kitts and Nevis","15","0","0","0","Sporadic cases","3"
"Saint Lucia","15","0","0","0","Sporadic cases","12"
