"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Mauritius","332","0","10","0","Clusters of cases","17"
"Benin","327","0","2","0","Community transmission","1"
"Cabo Verde","289","19","2","0","Clusters of cases","0"
"Rwanda","287","1","0","0","Sporadic cases","0"
"Ethiopia","263","2","5","0","Clusters of cases","0"
"Togo","219","20","11","0","Community transmission","0"
"Liberia","213","1","20","0","Community transmission","0"
"Madagascar","212","20","0","0","Clusters of cases","0"
"South Sudan","194","20","0","0","Clusters of cases","0"
"Central African Republic","187","8","0","0","Sporadic cases","0"
"Eswatini","187","3","2","0","Clusters of cases","0"
"São Tomé and Príncipe","165","0","7","3","Clusters of cases","4"
"Uganda","139","13","0","0","Sporadic cases","0"
"Mozambique","107","3","0","0","Clusters of cases","0"
"Malawi","63","5","3","0","Clusters of cases","0"
"Angola","45","0","2","0","Clusters of cases","3"
"Eritrea","39","0","0","0","Sporadic cases","25"
"Zimbabwe","37","0","4","0","Sporadic cases","1"
"Burundi","27","0","1","0","Clusters of cases","1"
"Botswana","24","0","1","0","Clusters of cases","2"
"Gambia","23","0","1","0","Sporadic cases","1"
"Namibia","16","0","0","0","Sporadic cases","38"
"Comoros","11","0","1","0","Community transmission","4"
