"V1","V2","V3","V4","V5","V6","V7"
"","Total","Total","","Total","",""
"Reporting Country/","","","Total","","Transmission","Days since last"
"Territory/Area†","confirmed ‡  cases","confirmed new cases","deaths","new deaths","classification§","reported case"
"Western Pacific Region","","","","","",""
"China","84149","352","4642","1290","Clusters of cases","0"
"Republic of Korea","10635","22","230","1","Clusters of cases","0"
"Japan","9167","585","148","12","Clusters of cases","0"
"Australia","6468","10","63","0","Clusters of cases","0"
"Philippines","5660","207","362","13","Clusters of cases","0"
"Malaysia","5182","110","84","1","Clusters of cases","0"
"Singapore","4427","728","10","0","Clusters of cases","0"
"New Zealand","1086","2","11","2","Clusters of cases","0"
"Viet Nam","268","1","0","0","Clusters of cases","0"
"Brunei Darussalam","136","0","1","0","Sporadic cases","6"
"Cambodia","122","0","0","0","Sporadic cases","5"
"Mongolia","31","1","0","0","Sporadic cases","0"
"Lao People's","","","","","",""
"Democratic Republic","19","0","0","0","Sporadic cases","4"
"Fiji","17","1","0","0","Sporadic cases","0"
"Papua New Guinea","7","5","0","0","Sporadic cases","0"
"Territories**","","","","","",""
"Guam","135","0","5","0","Clusters of cases","2"
"French Polynesia","55","0","0","0","Sporadic cases","3"
"New Caledonia","18","0","0","0","Sporadic cases","14"
"Northern Mariana","13","0","2","0","Pending","2"
"Islands","","","","","",""
"(Commonwealth of","","","","","",""
"the)","","","","","",""
"European Region","","","","","",""
"Spain","182816","5183","19130","551","Pending","0"
"Italy","168941","3786","22172","525","Pending","0"
"Germany","133830","3380","3868","299","Pending","0"
"France","107778","2623","17899","753","Pending","0"
"The United Kingdom","103097","4617","13729","861","Pending","0"
"","","","","","Community",""
"Turkey","74193","4801","1643","125","transmission","0"
"Belgium","34809","1236","4857","417","Pending","0"
"Russian Federation","32008","4070","273","41","Clusters of cases","0"
"Netherlands","29214","1061","3315","181","Pending","0"
"","","","","","Community",""
"Switzerland","26651","315","1016","43","transmission","0"
"Portugal","18841","750","629","30","Pending","0"
"Austria","14448","78","410","17","Pending","0"
"Ireland","13271","724","486","42","Pending","0"
"Israel","12591","391","140","14","Pending","0"
