"V1","V2","V3","V4","V5","V6","V7"
"Chile","8807","534","105","11","Communitytransmission","0"
"Ecuador","8225","367","403","15","Communitytransmission","0"
"Mexico","5847","448","449","43","Communitytransmission","0"
"Dominican Republic","3755","141","196","7","Communitytransmission","0"
"Panama","3751","177","103","8","Communitytransmission","0"
"Colombia","3105","126","131","4","Communitytransmission","0"
"Argentina","2598","121","115","7","Communitytransmission","0"
"Cuba","862","48","27","3","Clusters of cases","0"
"Costa Rica","626","8","4","1","Clusters of cases","0"
"Uruguay","493","1","9","1","Clusters of cases","0"
"Bolivia (PlurinationalState of)","441","44","29","1","Clusters of cases","0"
"Honduras","426","7","35","4","Clusters of cases","0"
"Venezuela (BolivarianRepublic of)","197","4","9","0","Clusters of cases","0"
"Guatemala","196","16","5","0","Clusters of cases","0"
"Paraguay","174","13","8","0","Communitytransmission","0"
"El Salvador","164","5","6","0","Clusters of cases","0"
"Jamaica","125","20","5","0","Clusters of cases","0"
"Trinidad and Tobago","114","0","8","0","Sporadic cases","1"
"Barbados","75","2","5","0","Clusters of cases","0"
"Guyana","55","7","6","0","Clusters of cases","0"
"Bahamas","53","4","8","0","Clusters of cases","0"
"Haiti","41","0","3","0","Clusters of cases","1"
"Antigua and Barbuda","23","0","2","0","Clusters of cases","3"
"Belize","18","0","2","0","Sporadic cases","2"
"Dominica","16","0","0","0","Clusters of cases","6"
"Saint Lucia","15","0","0","0","Sporadic cases","5"
"Grenada","14","0","0","0","Clusters of cases","5"
"Saint Kitts and Nevis","14","0","0","0","Sporadic cases","1"
"Saint Vincent and theGrenadines","12","0","0","0","Sporadic cases","6"
"Suriname","10","0","1","0","Sporadic cases","13"
"Nicaragua","9","0","1","0","Pending","4"
"","Territories**","","","","",""
"Puerto Rico","1043","69","56","5","Clusters of cases","0"
"Martinique","159","1","8","0","Clusters of cases","0"
"Guadeloupe","145","0","8","0","Clusters of cases","2"
"French Guiana","96","1","0","0","Clusters of cases","0"
"Aruba","95","2","2","1","Clusters of cases","0"
"Bermuda","81","24","5","0","Clusters of cases","0"
"Cayman Islands","60","6","1","0","Clusters of cases","0"
"Sint Maarten","57","4","9","0","Clusters of cases","0"
