"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Botswana","29","4","1","0","Clusters of cases","0"
"Gambia","24","0","1","0","Sporadic cases","4"
"Namibia","18","2","0","0","Sporadic cases","0"
"Seychelles","11","0","0","0","Clusters of cases","45"
"Lesotho","1","0","0","0","Pending","8"
"Territoriesii","","","","","",""
"Mayotte","1 494","19","19","0","Clusters of cases","0"
"Réunion","449","2","1","0","Clusters of cases","0"
"Americas","","","","","",""
"United States of America","1 525 186","23 310","91 527","1 324","Community transmission","0"
"Brazil","291 579","19 951","18 859","888","Community transmission","0"
"Peru","104 020","4 537","3 024","110","Community transmission","0"
"Canada","80 555","1 053","6 062","107","Community transmission","0"
"Mexico","56 594","2 248","6 090","424","Community transmission","0"
"Chile","53 617","0","544","0","Community transmission","1"
"Ecuador","34 854","703","2 888","49","Community transmission","0"
"Colombia","17 687","752","630","17","Community transmission","0"
"Dominican Republic","13 657","180","448","2","Community transmission","0"
"Panama","9 977","110","287","6","Community transmission","0"
"Argentina","9 283","474","403","10","Community transmission","0"
"Bolivia (Plurinational State of)","4 919","438","199","10","Clusters of cases","0"
"Honduras","3 100","145","151","4","Community transmission","0"
"Guatemala","2 265","132","45","2","Clusters of cases","0"
