"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Sweden","56 043","0","5 053","0","Community transmission","1"
"Netherlands","49 426","107","6 081","3","Community transmission","0"
"Portugal","38 464","375","1 527","3","Community transmission","0"
"Ukraine","35 825","841","994","9","Community transmission","0"
"Poland","31 316","301","1 334","18","Community transmission","0"
"Switzerland","31 217","100","1 680","3","Community transmission","0"
"Ireland","25 368","13","1 714","0","Community transmission","0"
"Romania","23 400","320","1 484","11","Community transmission","0"
"Israel","20 188","312","304","1","Pending","0"
"Armenia","19 708","551","332","13","Community transmission","0"
"Austria","17 185","30","688","0","Community transmission","0"
"Kazakhstan","16 779","428","113","8","Clusters of cases","0"
"Republic of Moldova","13 556","450","458","9","Community transmission","0"
"Serbia","12 709","93","259","1","Pending","0"
"Denmark","12 391","47","600","0","Community transmission","0"
"Azerbaijan","11 767","438","143","4","Clusters of cases","0"
"Czechia","10 460","230","335","1","Clusters of cases","0"
"Norway","8 692","0","244","0","Clusters of cases","1"
"Finland","7 133","16","326","0","Pending","0"
"Uzbekistan","6 025","170","19","0","Clusters of cases","0"
"Tajikistan","5 338","59","51","0","Pending","0"
"North Macedonia","4 820","156","222","6","Clusters of cases","0"
"Luxembourg","4 099","8","110","0","Clusters of cases","0"
"Hungary","4 086","5","570","2","Community transmission","0"
