"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Aruba","101","0","3","0","Sporadic cases","8"
"Cayman Islands","85","1","1","0","Clusters of cases","0"
"Sint Maarten","78","1","15","0","Sporadic cases","0"
"United States Virgin Islands","69","0","6","1","Clusters of cases","3"
"Saint Martin","39","0","3","0","Sporadic cases","3"
"Curaçao","16","0","1","0","Sporadic cases","16"
"Falkland Islands (Malvinas)","13","0","0","0","Clusters of cases","18"
"Turks and Caicos Islands","12","0","1","0","Sporadic cases","16"
"Montserrat","11","0","1","0","Sporadic cases","30"
"British Virgin Islands","7","0","1","0","Sporadic cases","8"
"Bonaire, Sint Eustatius and Saba","6","0","0","0","Sporadic cases","16"
"Saint Barthélemy","6","0","0","0","Sporadic cases","44"
"Anguilla","3","0","0","0","Sporadic cases","40"
"Saint Pierre and Miquelon","1","0","0","0","Sporadic cases","36"
"Eastern Mediterranean","","","","","",""
"Iran (Islamic Republic of)","112 725","1 958","6 783","50","Community transmission","0"
"Saudi Arabia","44 830","1 905","273","9","Clusters of cases","0"
"Pakistan","35 298","1 037","761","24","Clusters of cases","0"
"Qatar","26 539","1 390","14","0","Community transmission","0"
"United Arab Emirates","20 386","725","206","3","Pending","0"
"Kuwait","11 028","751","82","7","Clusters of cases","0"
"Egypt","10 431","338","556","12","Clusters of cases","0"
"Morocco","6 512","94","188","0","Clusters of cases","0"
"Bahrain","5 816","285","10","1","Clusters of cases","0"
