"V1","V2","V3","V4","V5","V6","V7"
"Croatia","418","36","1","0","Local transmission","0"
"Estonia","404","35","1","1","Local transmission","0"
"Serbia","384","81","4","1","Local transmission","0"
"Armenia","290","25","0","0","Local transmission","0"
"Lithuania","274","65","4","2","Local transmission","0"
"Hungary","261","35","10","0","Local transmission","0"
"Bulgaria","242","22","3","0","Local transmission","0"
"Latvia","221","24","0","0","Local transmission","0"
"Slovakia","216","12","0","0","Local transmission","0"
"Andorra","213","25","3","2","Local transmission","0"
"San Marino","208","21","21","0","Local transmission","0"
"North Macedonia","177","29","2","0","Local transmission","0"
"Albania","174","28","5","0","Local transmission","0"
"Bosnia andHerzegovina","173","9","3","1","Local transmission","0"
"Ukraine","156","43","5","1","Local transmission","0"
"Republic of Moldova","149","24","1","0","Local transmission","0"
"Cyprus","132","8","3","0","Local transmission","0"
"Malta","129","9","0","0","Local transmission","0"
"Kazakhstan","97","18","0","0","Imported cases only","0"
"Azerbaijan","93","6","2","1","Local transmission","0"
"Belarus","86","5","0","0","Local transmission","0"
"Georgia","77","4","0","0","Local transmission","0"
"Uzbekistan","65","15","0","0","Local transmission","0"
"Montenegro","52","23","1","1","Imported cases only","0"
"Liechtenstein","51","4","0","0","Imported cases only","0"
"Kyrgyzstan","44","2","0","0","Local transmission","0"
"Monaco","23","0","0","0","Local transmission","3"
"Holy See","4","3","0","0","Under investigation","0"
"","erritories**","","","","",""
"Faroe Islands","132","10","0","0","Local transmission","0"
"Kosovo[1]","71","8","1","0","Local transmission","0"
"Guernsey","30","7","0","0","Local transmission","0"
"Gibraltar","26","11","0","0","Local transmission","0"
"Isle of Man","23","0","0","0","Imported cases only","1"
"Jersey","18","2","0","0","Local transmission","0"
"Greenland","5","1","0","0","Under investigation","0"
"","outh-East Asia Region","","","","",""
"Thailand","934","0","4","0","Local transmission","1"
"Indonesia","790","104","58","3","Local transmission","0"
"India","649","87","13","4","Local transmission","0"
"Sri Lanka","102","0","0","0","Local transmission","1"
"Bangladesh","39","0","4","0","Local transmission","1"
"Maldives","13","0","0","0","Local transmission","10"
"Myanmar","3","0","0","0","Imported cases only","1"
"Nepal","3","1","0","0","Imported cases only","0"
"Bhutan","2","0","0","0","Imported cases only","6"
"Timor-Leste","1","0","0","0","Imported cases only","5"
"","astern Mediterranean Region","","","","",""
"Iran (Islamic Republicof)","27017","2206","2077","143","Local transmission","0"
"Pakistan","1057","66","8","1","Local transmission","0"
"Saudi Arabia","900","133","2","1","Local transmission","0"
"Qatar","537","11","0","0","Local transmission","0"
