"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Morocco","6063","153","188","2","Clusters of cases","0"
"Bahrain","4941","167","8","0","Clusters of cases","0"
"Afghanistan","4664","262","120","1","Clusters of cases","0"
"Oman","3574","174","17","0","Clusters of cases","0"
"Iraq","2767","88","109","2","Clusters of cases","0"
"Sudan","1365","201","70","6","Sporadic cases","0"
"Djibouti","1210","21","3","0","Clusters of cases","0"
"Somalia","1054","57","51","3","Sporadic cases","0"
"Tunisia","1032","0","45","0","Community transmission","1"
"Lebanon","845","36","26","0","Clusters of cases","0"
"Jordan","540","18","9","0","Clusters of cases","0"
"Libya","64","0","3","0","Clusters of cases","4"
"Yemen","53","17","9","1","Pending","0"
"Syrian Arab Republic","47","0","3","0","Community transmission","2"
"Territoriesii","","","","","",""
"occupied Palestinian territory","547","0","4","0","Clusters of cases","3"
"Europe","","","","","",""
"Spain","224 390","812","26 621","143","Community transmission","0"
"Russian Federation","221 344","11 656","2009","94","Clusters of cases","0"
"The United Kingdom","219 187","3923","31 855","268","Community transmission","0"
"Italy","219 070","802","30 560","165","Community transmission","0"
"Germany","169 575","357","7417","22","Community transmission","0"
"Turkey","138 657","1542","3786","47","Community transmission","0"
"France","137 073","65","26 338","70","Community transmission","0"
