"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Africa","","","","","",""
"South Africa","6336","385","123","7","Community transmission","0"
"Algeria","4295","141","459","6","Community transmission","0"
"Nigeria","2388","218","85","17","Community transmission","0"
"Ghana","2169","95","18","1","Clusters of cases","0"
"Cameroon","2077","8","64","3","Clusters of cases","0"
"Guinea","1586","49","7","0","Community transmission","0"
"Côte d’Ivoire","1362","87","15","1","Clusters of cases","0"
"Senegal","1115","91","9","0","Clusters of cases","0"
"Niger","736","8","35","2","Clusters of cases","0"
"Democratic Republic of the","","","","","",""
"Congo","674","70","33","1","Clusters of cases","0"
"Burkina Faso","652","3","44","0","Community transmission","0"
"Mali","544","36","26","0","Clusters of cases","0"
"United Republic of Tanzania","480","0","18","1","Clusters of cases","3"
"Kenya","435","24","22","1","Clusters of cases","0"
"Gabon","335","27","5","1","Clusters of cases","0"
"Mauritius","332","0","10","0","Community transmission","6"
"Equatorial Guinea","315","0","2","0","Clusters of cases","4"
"Guinea-Bissau","260","3","1","0","Sporadic cases","0"
"Rwanda","255","6","0","0","Clusters of cases","0"
"Congo","229","0","10","0","Clusters of cases","1"
"Sierra Leone","155","19","8","0","Clusters of cases","0"
