"V1","V2","V3","V4","V5","V6","V7"
"Kyrgyzstan","708","13","8","0","Pending","0"
"San Marino","538","0","41","0","Communitytransmission","1"
"Georgia","511","15","6","0","Communitytransmission","0"
"Malta","450","2","4","0","Pending","0"
"Montenegro","321","0","7","0","Clusters of cases","1"
"Liechtenstein","83","0","1","0","Pending","1"
"Monaco","68","0","1","0","Sporadic cases","14"
"Holy See","9","0","0","0","Sporadic cases","7"
"","erritories**","","","","",""
"Kosovo[1]","780","17","22","1","Communitytransmission","0"
"Isle of Man","308","0","18","0","Pending","1"
"Jersey","281","1","19","0","Pending","0"
"Guernsey","247","2","13","1","Communitytransmission","0"
"Faroe Islands","187","0","0","0","Pending","4"
"Gibraltar","141","0","0","0","Clusters of cases","1"
"Greenland","11","0","0","0","Pending","22"
"","outh-East Asia Region","","","","",""
"India","29435","1543","934","62","Clusters of cases","0"
"Indonesia","9096","214","765","22","Communitytransmission","0"
"Bangladesh","5913","497","152","7","Pending","0"
"Thailand","2938","7","54","2","Pending","0"
"Sri Lanka","523","0","7","0","Clusters of cases","1"
"Maldives","214","26","0","0","Clusters of cases","0"
"Myanmar","146","0","5","0","Clusters of cases","1"
"Nepal","52","1","0","0","Sporadic cases","0"
"Timor-Leste","24","0","0","0","Clusters of cases","4"
"Bhutan","7","0","0","0","Sporadic cases","5"
"","astern Mediterranean Region","","","","",""
"Iran (Islamic Republicof)","91472","991","5806","96","Communitytransmission","0"
"Saudi Arabia","18811","1289","144","5","Clusters of cases","0"
"Pakistan","13915","587","292","11","Clusters of cases","0"
"Qatar","11244","957","10","0","Pending","0"
"United Arab Emirates","10839","490","82","6","Pending","0"
"Egypt","4782","248","337","20","Clusters of cases","0"
"Morocco","4120","55","162","1","Clusters of cases","0"
"Kuwait","3288","213","22","2","Clusters of cases","0"
"Bahrain","2723","76","8","0","Clusters of cases","0"
"Oman","2131","82","10","0","Clusters of cases","0"
"Iraq","1847","27","88","1","Clusters of cases","0"
"Afghanistan","1703","172","60","10","Clusters of cases","0"
"Djibouti","1035","12","2","0","Clusters of cases","0"
"Tunisia","967","18","39","1","Communitytransmission","0"
"Lebanon","710","3","24","0","Clusters of cases","0"
