"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Gambia","37","0","2","0","Sporadic cases","1"
"Seychelles","11","0","0","0","Clusters of cases","76"
"Lesotho","4","0","0","0","Sporadic cases","18"
"Territoriesii","","","","","",""
"Mayotte","2 404","0","31","0","Clusters of cases","1"
"Réunion","506","1","1","0","Clusters of cases","0"
"Americas","","","","","",""
"United States of America","2 241 178","32 349","119 453","558","Community transmission","0"
"Brazil","1 067 579","34 666","49 976","1 022","Community transmission","0"
"Peru","251 338","3 413","7 861","201","Community transmission","0"
"Chile","242 355","5 607","4 479","184","Community transmission","0"
"Mexico","175 202","4 717","20 781","387","Community transmission","0"
"Canada","101 019","390","8 410","64","Community transmission","0"
"Colombia","65 633","2 357","2 126","81","Community transmission","0"
"Ecuador","50 640","457","4 223","24","Community transmission","0"
"Argentina","41 204","1 634","992","13","Community transmission","0"
"Dominican Republic","26 677","899","662","7","Community transmission","0"
"Panama","25 222","948","493","8","Community transmission","0"
"Bolivia (Plurinational State of)","23 512","1 036","740","25","Community transmission","0"
"Guatemala","12 755","246","514","31","Community transmission","0"
"Honduras","12 306","1 048","358","9","Community transmission","0"
"Haiti","5 077","97","88","1","Community transmission","0"
"El Salvador","4 626","151","98","5","Community transmission","0"
"Venezuela (Bolivarian Republic of)","3 790","199","33","3","Community transmission","0"
