"V1","V2","V3","V4","V5","V6","V7"
"Romania","1760","308","40","11","Local transmission","0"
"Russian Federation","1534","0","10","2","Local transmission","1"
"Finland","1218","0","11","2","Local transmission","1"
"Greece","1156","95","38","6","Local transmission","0"
"Iceland","1020","57","2","0","Local transmission","0"
"Serbia","741","82","13","3","Local transmission","0"
"Slovenia","730","39","11","2","Local transmission","0"
"Croatia","713","56","6","1","Local transmission","0"
"Estonia","679","39","3","2","Local transmission","0"
"Lithuania","484","90","7","0","Local transmission","0"
"Armenia","482","58","3","0","Local transmission","0"
"Ukraine","480","62","11","2","Local transmission","0"
"Hungary","447","39","15","2","Local transmission","0"
"Latvia","376","71","0","0","Local transmission","0"
"Bulgaria","346","15","8","1","Local transmission","0"
"Andorra","341","20","6","2","Local transmission","0"
"Slovakia","336","41","0","0","Local transmission","0"
"Bosnia andHerzegovina","325","56","6","0","Local transmission","0"
"Kazakhstan","294","29","1","0","Under investigation","0"
"Republic of Moldova","263","32","2","0","Local transmission","0"
"North Macedonia","259","18","6","2","Local transmission","0"
"San Marino","229","1","24","2","Local transmission","0"
"Albania","223","11","10","0","Local transmission","0"
"Cyprus","214","35","6","1","Local transmission","0"
"Azerbaijan","190","26","4","0","Local transmission","0"
"Malta","151","12","0","0","Local transmission","0"
"Uzbekistan","145","12","2","0","Local transmission","0"
"Georgia","98","8","0","0","Local transmission","0"
"Belarus","152","58","0","0","Local transmission","0"
"Montenegro","85","3","1","0","Local transmission","0"
"Kyrgyzstan","84","0","0","0","Local transmission","1"
"Liechtenstein","62","1","0","0","Under investigation","0"
"Monaco","46","27","0","0","Local transmission","0"
"Holy See","6","2","0","0","Under investigation","0"
"","Territories**","","","","",""
"Faroe Islands","159","4","0","0","Local transmission","0"
"Kosovo[1]","94","3","1","0","Local transmission","0"
"Gibraltar","65","9","0","0","Local transmission","0"
"Jersey","63","2","2","1","Local transmission","0"
"Isle of Man","42","10","0","0","Local transmission","0"
"Guernsey","39","0","0","0","Local transmission","1"
"Greenland","10","0","0","0","Under investigation","1"
"","South-East Asia Region","","","","",""
"Thailand","1524","136","9","2","Local transmission","0"
"Indonesia","1285","130","114","12","Local transmission","0"
"India","1071","92","29","4","Local transmission","0"
"Sri Lanka","120","14","1","1","Local transmission","0"
"Bangladesh","49","1","5","0","Local transmission","0"
"Maldives","17","1","0","0","Local transmission","0"
"Myanmar","8","0","0","0","Local transmission","1"
"Nepal","5","0","0","0","Imported cases only","1"
"Bhutan","4","1","0","0","Imported cases only","0"
"Timor-Leste","1","0","0","0","Under investigation","9"
