"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Bermuda","144","0","9","0","Clusters of cases","3"
"Aruba","101","0","3","0","No cases","43"
"Sint Maarten","77","0","15","0","Sporadic cases","12"
"United States Virgin Islands","73","0","6","0","Clusters of cases","1"
"Saint Martin","42","0","3","0","Sporadic cases","1"
"Curaçao","23","1","1","0","Sporadic cases","0"
"Falkland Islands (Malvinas)","13","0","0","0","No cases","53"
"Turks and Caicos Islands","12","0","1","0","No cases","51"
"Montserrat","11","0","1","0","No cases","65"
"British Virgin Islands","8","0","1","0","No cases","33"
"Bonaire, Sint Eustatius and Saba","7","0","0","0","No cases","23"
"Saint Barthélemy","6","0","0","0","No cases","79"
"Anguilla","3","0","0","0","No cases","75"
"Saint Pierre and Miquelon","1","0","0","0","No cases","71"
"Eastern Mediterranean","","","","","",""
"Iran (Islamic Republic of)","195 051","2 612","9 185","120","Community transmission","0"
"Pakistan","160 118","5 358","3 093","118","Clusters of cases","0"
"Saudi Arabia","141 234","4 919","1 091","39","Clusters of cases","0"
"Qatar","83 174","1 097","82","2","Community transmission","0"
"Egypt","49 219","1 363","1 850","84","Clusters of cases","0"
"United Arab Emirates","43 364","382","295","2","Pending","0"
"Kuwait","37 533","575","306","3","Clusters of cases","0"
"Afghanistan","27 337","463","546","42","Clusters of cases","0"
"Oman","26 079","810","116","2","Clusters of cases","0"
