"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Uruguay","702","8","17","0","Clusters of cases","0"
"Jamaica","498","8","9","0","Clusters of cases","0"
"Venezuela (Bolivarian Republic","","","","","",""
"of)","402","14","10","0","Clusters of cases","0"
"Haiti","151","5","12","0","Clusters of cases","0"
"Trinidad and Tobago","116","0","8","0","Sporadic cases","13"
"Guyana","97","4","10","0","Clusters of cases","0"
"Bahamas","92","0","11","0","Clusters of cases","3"
"Barbados","84","2","7","0","Clusters of cases","0"
"Antigua and Barbuda","25","0","3","0","Clusters of cases","7"
"Grenada","21","0","0","0","Clusters of cases","7"
"Belize","18","0","2","0","Sporadic cases","26"
"Saint Lucia","18","0","0","0","Sporadic cases","6"
"Saint Vincent and the","","","","","",""
"Grenadines","17","0","0","0","Sporadic cases","6"
"Dominica","16","0","0","0","Clusters of cases","30"
"Nicaragua","16","0","5","0","Pending","4"
"Saint Kitts and Nevis","15","0","0","0","Sporadic cases","20"
"Suriname","10","0","1","0","Sporadic cases","37"
"Territoriesii","","","","","",""
"Puerto Rico","2198","25","111","3","Clusters of cases","0"
"Martinique","187","1","14","0","Clusters of cases","0"
"Guadeloupe","154","0","13","0","Clusters of cases","2"
"French Guiana","144","3","1","0","Clusters of cases","0"
