"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"United Arab Emirates","26 898","894","237","4","Pending","0"
"Kuwait","18 609","1 041","129","5","Clusters of cases","0"
"Egypt","15 003","774","696","16","Clusters of cases","0"
"Afghanistan","9 216","540","205","12","Clusters of cases","0"
"Bahrain","8 174","286","12","0","Clusters of cases","0"
"Morocco","7 211","78","196","2","Clusters of cases","0"
"Oman","6 370","0","32","2","Clusters of cases","1"
"Iraq","3 877","153","140","6","Clusters of cases","0"
"Sudan","3 138","0","121","0","Community transmission","1"
"Djibouti","2 047","219","10","1","Clusters of cases","0"
"Somalia","1 594","21","61","0","Sporadic cases","0"
"Tunisia","1 046","1","47","0","Community transmission","0"
"Lebanon","1 024","63","26","0","Clusters of cases","0"
"Jordan","684","12","9","0","Clusters of cases","0"
"Yemen","197","13","33","3","Pending","0"
"Libya","71","2","3","0","Clusters of cases","0"
"Syrian Arab Republic","58","0","3","0","Community transmission","4"
"Territoriesii","","","","","",""
"occupied Palestinian territory","608","31","4","0","Clusters of cases","0"
"Europe","","","","","",""
"Russian Federation","326 448","8 894","3 249","150","Clusters of cases","0"
"The United Kingdom","250 912","2 615","36 042","338","Community transmission","0"
"Spain","233 037","482","27 940","52","Community transmission","0"
