"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Venezuela (Bolivarian Republic of)","1 662","152","17","3","Community transmission","0"
"Costa Rica","1 084","28","10","0","Clusters of cases","0"
"Paraguay","1 013","18","11","0","Community transmission","0"
"Nicaragua","950","65","35","0","Community transmission","0"
"Uruguay","825","2","23","1","Clusters of cases","0"
"Jamaica","588","7","9","0","Clusters of cases","0"
"Guyana","153","0","12","0","Clusters of cases","1"
"Trinidad and Tobago","117","0","8","0","Sporadic cases","2"
"Bahamas","102","0","11","0","Clusters of cases","1"
"Barbados","92","0","7","0","Clusters of cases","9"
"Suriname","53","26","1","0","Sporadic cases","0"
"Saint Vincent and the Grenadines","26","0","0","0","Sporadic cases","2"
"Antigua and Barbuda","25","0","3","0","Clusters of cases","30"
"Grenada","23","0","0","0","Clusters of cases","7"
"Belize","18","0","2","0","Sporadic cases","49"
"Saint Lucia","18","0","0","0","Sporadic cases","29"
"Dominica","16","0","0","0","Clusters of cases","53"
"Saint Kitts and Nevis","15","0","0","0","Sporadic cases","43"
"Territoriesii","","","","","",""
"Puerto Rico","3 935","62","138","2","Community transmission","0"
"French Guiana","517","18","1","0","Clusters of cases","0"
"Martinique","200","0","14","0","Clusters of cases","3"
"Guadeloupe","162","0","14","0","Clusters of cases","4"
"Cayman Islands","150","9","1","0","Clusters of cases","0"
