"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Cuba","2 248","10","84","0","Clusters of cases","0"
"Costa Rica","1 662","50","12","0","Clusters of cases","0"
"Nicaragua","1 655","0","55","0","Community transmission","4"
"Paraguay","1 289","28","11","0","Community transmission","0"
"Uruguay","847","0","23","0","Clusters of cases","3"
"Jamaica","615","1","10","0","Clusters of cases","0"
"Suriname","187","0","3","0","Clusters of cases","1"
"Guyana","159","0","12","0","Clusters of cases","1"
"Trinidad and Tobago","117","0","8","0","Sporadic cases","14"
"Bahamas","103","0","11","0","Clusters of cases","8"
"Barbados","96","0","7","0","Clusters of cases","4"
"Saint Vincent and the Grenadines","27","0","0","0","Sporadic cases","6"
"Antigua and Barbuda","26","0","3","0","Clusters of cases","1"
"Grenada","23","0","0","0","Clusters of cases","19"
"Belize","21","1","2","0","Sporadic cases","0"
"Saint Lucia","19","0","0","0","Sporadic cases","9"
"Dominica","18","0","0","0","Clusters of cases","2"
"Saint Kitts and Nevis","15","0","0","0","Sporadic cases","55"
"Territoriesii","","","","","",""
"Puerto Rico","5 811","121","147","1","Community transmission","0"
"French Guiana","1 255","94","3","1","Clusters of cases","0"
"Martinique","202","0","14","0","Clusters of cases","8"
"Cayman Islands","187","0","1","0","Clusters of cases","1"
"Guadeloupe","171","0","14","0","Clusters of cases","2"
