"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Venezuela (Bolivarian Republic of)","2 087","135","20","0","Community transmission","0"
"Nicaragua","1 309","0","46","0","Community transmission","2"
"Costa Rica","1 194","37","10","0","Clusters of cases","0"
"Paraguay","1 087","1","11","0","Community transmission","0"
"Uruguay","832","4","23","0","Clusters of cases","0"
"Jamaica","591","1","10","1","Clusters of cases","0"
"Guyana","153","0","12","0","Clusters of cases","4"
"Trinidad and Tobago","117","0","8","0","Sporadic cases","5"
"Bahamas","102","0","11","0","Clusters of cases","4"
"Barbados","92","0","7","0","Clusters of cases","12"
"Suriname","82","0","1","0","Sporadic cases","1"
"Saint Vincent and the Grenadines","26","0","0","0","Sporadic cases","5"
"Antigua and Barbuda","25","0","3","0","Clusters of cases","33"
"Grenada","23","0","0","0","Clusters of cases","10"
"Saint Lucia","19","1","0","0","Sporadic cases","0"
"Belize","18","0","2","0","Sporadic cases","52"
"Dominica","16","0","0","0","Clusters of cases","56"
"Saint Kitts and Nevis","15","0","0","0","Sporadic cases","46"
"Territoriesii","","","","","",""
"Puerto Rico","4 620","112","141","1","Community transmission","0"
"French Guiana","589","33","1","0","Clusters of cases","0"
"Martinique","200","0","14","0","Clusters of cases","6"
"Guadeloupe","164","2","14","0","Clusters of cases","0"
"Cayman Islands","160","4","1","0","Clusters of cases","0"
