"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Bermuda","141","0","9","0","Clusters of cases","6"
"Aruba","101","0","3","0","No cases","34"
"Sint Maarten","77","0","15","0","Sporadic cases","3"
"United States Virgin Islands","71","0","6","0","Clusters of cases","4"
"Saint Martin","41","0","3","0","Sporadic cases","9"
"Curaçao","21","0","1","0","Sporadic cases","4"
"Falkland Islands (Malvinas)","13","0","0","0","Clusters of cases","44"
"Turks and Caicos Islands","12","0","1","0","Sporadic cases","42"
"Montserrat","11","0","1","0","Sporadic cases","56"
"British Virgin Islands","8","0","1","0","Sporadic cases","24"
"Bonaire, Sint Eustatius and Saba","7","0","0","0","No cases","14"
"Saint Barthélemy","6","0","0","0","Sporadic cases","70"
"Anguilla","3","0","0","0","Sporadic cases","66"
"Saint Pierre and Miquelon","1","0","0","0","Sporadic cases","62"
"Eastern Mediterranean","","","","","",""
"Iran (Islamic Republic of)","173 832","2 043","8 351","70","Community transmission","0"
"Pakistan","108 317","4 646","2 172","105","Clusters of cases","0"
"Saudi Arabia","105 283","3 369","746","34","Clusters of cases","0"
"Qatar","70 158","1 368","57","3","Community transmission","0"
"United Arab Emirates","39 376","568","281","5","Pending","0"
"Egypt","35 444","1 365","1 271","34","Clusters of cases","0"
"Kuwait","32 510","662","269","5","Clusters of cases","0"
"Afghanistan","21 222","305","376","7","Clusters of cases","0"
"Oman","17 486","604","81","6","Clusters of cases","0"
