"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Gambia","36","2","1","0","Sporadic cases","0"
"Seychelles","11","0","0","0","Clusters of cases","73"
"Lesotho","4","0","0","0","Sporadic cases","15"
"Territories ii","","","","","",""
"Mayotte","2 383","38","29","0","Clusters of cases","0"
"Réunion","502","5","1","0","Clusters of cases","0"
"Americas","","","","","",""
"United States of America","2 149 166","23 139","117 472","770","Community transmission","0"
"Brazil","955 377","32 188","46 510","1 269","Community transmission","0"
"Peru","240 908","3 752","7 257","201","Community transmission","0"
"Chile","225 103","4 475","3 841","226","Community transmission","0"
"Mexico","159 793","4 930","19 080","770","Community transmission","0"
"Canada","99 853","386","8 254","41","Community transmission","0"
"Colombia","57 046","2 115","1 864","63","Community transmission","0"
"Ecuador","49 097","607","4 087","80","Community transmission","0"
"Argentina","35 552","1 393","929","43","Community transmission","0"
"Dominican Republic","24 645","540","635","2","Community transmission","0"
"Panama","22 597","635","470","13","Community transmission","0"
"Bolivia (Plurinational State of)","20 685","802","679","20","Community transmission","0"
"Guatemala","11 251","545","432","14","Community transmission","0"
"Honduras","10 299","643","336","6","Community transmission","0"
"Haiti","4 688","141","82","2","Community transmission","0"
"El Salvador","4 200","134","82","3","Community transmission","0"
"Venezuela (Bolivarian Republic of)","3 386","236","28","1","Community transmission","0"
