"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Paraguay","740","3","11","1","Community transmission","0"
"Uruguay","717","6","19","0","Clusters of cases","0"
"Jamaica","507","2","9","0","Clusters of cases","0"
"Venezuela (Bolivarian Republic of)","440","18","10","0","Clusters of cases","0"
"Haiti","219","10","18","2","Clusters of cases","0"
"Trinidad and Tobago","116","0","8","0","Sporadic cases","16"
"Guyana","113","4","10","0","Clusters of cases","0"
"Bahamas","93","0","11","0","Clusters of cases","1"
"Barbados","85","1","7","0","Clusters of cases","0"
"Antigua and Barbuda","25","0","3","0","Clusters of cases","10"
"Nicaragua","25","9","8","3","Pending","0"
"Grenada","21","0","0","0","Clusters of cases","10"
"Belize","18","0","2","0","Sporadic cases","29"
"Saint Lucia","18","0","0","0","Sporadic cases","9"
"Saint Vincent and the Grenadines","17","0","0","0","Sporadic cases","9"
"Dominica","16","0","0","0","Clusters of cases","33"
"Saint Kitts and Nevis","15","0","0","0","Sporadic cases","23"
"Suriname","10","0","1","0","Sporadic cases","40"
"Territoriesii","","","","","",""
"Puerto Rico","2 329","30","115","1","Clusters of cases","0"
"Martinique","189","2","14","0","Clusters of cases","0"
"Guadeloupe","155","0","13","0","Clusters of cases","1"
"French Guiana","153","7","1","0","Clusters of cases","0"
"Bermuda","121","2","8","0","Clusters of cases","0"
