"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Paraguay","788","2","11","0","Community transmission","0"
"Uruguay","734","0","20","1","Clusters of cases","1"
"Venezuela (Bolivarian Republic of)","618","77","10","0","Clusters of cases","0"
"Jamaica","520","3","9","0","Clusters of cases","0"
"Haiti","456","98","20","0","Clusters of cases","0"
"Guyana","117","0","10","0","Clusters of cases","1"
"Trinidad and Tobago","116","0","8","0","Sporadic cases","21"
"Bahamas","96","0","11","0","Clusters of cases","3"
"Barbados","88","2","7","0","Clusters of cases","0"
"Antigua and Barbuda","25","0","3","0","Clusters of cases","15"
"Nicaragua","25","0","8","0","Clusters of cases","5"
"Grenada","22","0","0","0","Clusters of cases","3"
"Belize","18","0","2","0","Sporadic cases","34"
"Saint Lucia","18","0","0","0","Sporadic cases","14"
"Saint Vincent and the Grenadines","17","0","0","0","Sporadic cases","14"
"Dominica","16","0","0","0","Clusters of cases","38"
"Saint Kitts and Nevis","15","0","0","0","Sporadic cases","28"
"Suriname","11","1","1","0","Sporadic cases","0"
"Territoriesii","","","","","",""
"Puerto Rico","2 710","64","124","1","Clusters of cases","0"
"French Guiana","197","0","1","0","Clusters of cases","1"
"Martinique","192","0","14","0","Clusters of cases","2"
"Guadeloupe","155","0","13","0","Clusters of cases","6"
"Bermuda","123","0","9","0","Clusters of cases","2"
